,eci1,eci2,eci3,gdp_pc,population,res_exp1_to_gdp,res_exp2_to_gdp,res_exp3_to_gdp,oil_rents,res_rents,oil_prod_pc,map,code,year,T,t,eci1_hat_t1,eci1_t1,eci2_hat_t1,eci2_t2,eci3_hat_t1,eci3_t1
2911,0.1423984955356325,-0.012617413588619428,-0.0009318913724761047,,16386564.269616446,,,,,,,ROU1960,ROU,1960,12,1,,,,,,
2912,0.25746108933038125,0.2604839180008164,0.2644525346693433,,16917935.075545236,,,,,,,ROU1965,ROU,1965,12,2,,0.1423984955356325,,-0.012617413588619428,,-0.0009318913724761047
2913,0.6323632060772583,0.4924137090350097,0.5291398704251241,,17628723.113779858,,,,,,,ROU1970,ROU,1970,12,3,0.2519455702803014,0.25746108933038125,0.22922574246850358,0.2604839180008164,0.2585432659577048,0.2644525346693433
2914,0.5197013849365786,0.4687520729412154,0.5058813021754994,,18209751.56426598,,,,,,,ROU1975,ROU,1975,12,4,0.3119451168826579,0.6323632060772583,0.33387915071039675,0.4924137090350097,0.32872872930979985,0.5291398704251241
2915,0.4630711631897202,0.4312449561211377,0.316400847695794,,18402537.09649981,,,,,,9.24686407988847e-06,ROU1980,ROU,1980,12,5,0.5074383374266132,0.5197013849365786,0.42275547717609063,0.4687520729412154,0.3987298351792287,0.5058813021754994
2916,0.5611849240737276,0.6473098752876584,0.5887885542910355,1391.80662232306,18217480.50238925,0.02705435180305835,0.05193816617308385,0.057460555707076484,1.1462181620463998,3.2581264373107164,7.525904828773657e-06,ROU1985,ROU,1985,12,6,0.4486906770019351,0.4630711631897202,0.41368825349254723,0.4312449561211377,0.3925787078736309,0.316400847695794
2917,0.3834734684953077,0.3762007421216615,0.33179992892811105,992.7159904548937,17419215.17125638,0.012236272060901342,0.03757765479769907,0.04120705282432531,1.0730441363154295,2.960872102042773,4.9945789385957615e-06,ROU1990,ROU,1990,12,7,0.4191607705680208,0.5611849240737276,0.39931539201397726,0.6473098752876584,0.34246735170939224,0.5887885542910355
2918,0.2156752805331,0.2582099957157778,0.2346251616569559,1197.572614873726,16147864.860697595,0.007722029049589785,0.03707103081913808,0.045757317365297916,0.6256098560371157,1.4898088134481755,4.666118190697954e-06,ROU1995,ROU,1995,12,8,0.4703223251127883,0.3834734684953077,0.4821122427678175,0.3762007421216615,0.41450495272441545,0.33179992892811105
2919,-0.017773782192755484,0.0942694137073826,0.028131883310481127,1553.7335079662867,14202579.894020667,0.00939567415228433,0.036821912653808575,0.044285285244773764,0.8455894546509559,1.89792744296378,4.054587210908012e-06,ROU2000,ROU,2000,12,9,0.3776544440134781,0.2156752805331,0.3782222520958556,0.2582099957157778,0.3465399028669964,0.2346251616569559
2920,0.14281020418732707,0.2329169788478817,0.2455144776557857,4115.710401410196,11354940.547086015,0.008570147785260641,0.024895354428962214,0.029576503639384306,0.467093481935305,1.0348957368167753,3.061429682537856e-06,ROU2005,ROU,2005,12,10,0.2901558498449105,-0.017773782192755484,0.33300777554784633,0.0942694137073826,0.32084036891626155,0.028131883310481127
2921,0.3399299262318313,0.32390518285461434,0.34814846871123234,3212.5402384875997,7095470.491148292,0.005003220823423832,0.014649498027221132,0.022002638675502402,0.3126182514595981,0.6810155086170548,1.8520502266486802e-06,ROU2010,ROU,2010,12,11,0.1684235174130332,0.14281020418732707,0.2701851574504331,0.2329169788478817,0.26622967967575323,0.2455144776557857
2922,-0.010364462498880159,-0.04561475961531061,-0.08694344005014974,2382.3930242230954,112961843.82440089,0.028938434715583664,0.04957713105098658,0.05319860942126653,3.866530354358536,6.2093193124421235,,RUS1990,RUS,1990,12,7,,,,,,
2923,-0.08207349910521868,0.003081761929554251,-0.08159560127193126,1604.6608300602688,105805178.22384596,0.07051384556542775,0.1206719830016908,0.1290543949582533,3.4127338541675307,5.4228861071799335,,RUS1995,RUS,1995,12,8,,-0.010364462498880159,,-0.04561475961531061,,-0.08694344005014974
2924,-0.2225882636234296,-0.051649027155731816,-0.11952253187718645,1731.2278380391833,94387328.94589113,0.10998998709847432,0.1588179593183937,0.16905311784439614,7.319697240896138,12.183945462148351,,RUS2000,RUS,2000,12,9,-0.1270616072261212,-0.08207349910521868,-0.07483199853763012,0.003081761929554251,-0.1369721256000873,-0.08159560127193126
2925,-0.1896870353807001,-0.17804999174124375,-0.2340469358964358,4522.630400918404,77828544.56185201,0.08690171643534876,0.11344210751887032,0.1198436467606492,6.1135503267979,9.726033261205473,,RUS2005,RUS,2005,12,10,-0.14191470875954276,-0.2225882636234296,-0.06594303346264964,-0.051649027155731816,-0.1364014688938166,-0.11952253187718645
2926,-0.10985178072342096,-0.0890977160038288,-0.1313263302854601,4991.734249763566,50652786.04724745,0.05407337283895156,0.06516319961204771,0.06828384407081488,3.528990513749488,5.455585970197986,,RUS2010,RUS,2010,12,11,-0.17101954914097567,-0.1896870353807001,-0.0759334815946997,-0.17804999174124375,-0.14044857244269401,-0.2340469358964358
2927,-0.9042819809637264,-0.8917067417473014,-0.8518435452554187,35.9182897722509,2675898.0876053083,0.0,0.00018905766556018681,0.0006400778978826401,,,,RWA1960,RWA,1960,12,1,,,,,,
2928,-0.7610657513320976,-0.8019785402942056,-0.4374801055604161,40.02364479780862,2971021.8458172996,4.21072684774396e-05,0.014187377701752487,0.01987888691678009,,,,RWA1965,RWA,1965,12,2,,-0.9042819809637264,,-0.8917067417473014,,-0.8518435452554187
2929,-1.0040278437133483,-1.0763780429887508,-0.6337797148266295,54.97224647115778,3404279.470964225,4.369543871664088e-06,0.023901091678041445,0.06324833726931799,,8.068669986222451,,RWA1970,RWA,1970,12,3,-0.7681582325976681,-0.7610657513320976,-0.7591605689192982,-0.8019785402942056,-0.5370052051902399,-0.4374801055604161
2930,-0.9090100046328421,-0.8891781293268836,-0.7784701718372193,141.70089154626754,3901639.6465925137,0.0014697892248678472,0.0132177333960913,0.09049761525868133,,8.106340301338554,,RWA1975,RWA,1975,12,4,-0.7344664625235112,-1.0040278437133483,-0.7327477573748605,-1.0763780429887508,-0.32565440539073826,-0.6337797148266295
2931,-0.7855003356794465,-0.8141302011181658,-0.225102386815216,212.12886785625233,4501778.124993694,2.695328464402472e-06,0.005555598241288847,0.057355303252371315,0.0,5.933836405566211,0.0,RWA1980,RWA,1980,12,5,-0.7916235527101485,-0.9090100046328421,-0.8135212737853845,-0.8891781293268836,-0.4257792606368519,-0.7784701718372193
2932,-0.9147325403544972,-0.8907753368711271,-0.2662370197590924,250.4991242431179,5317823.414388134,0.0007237758208547273,0.0015553565988821092,0.04887156168873566,0.0,3.4525561507339035,0.0,RWA1985,RWA,1985,12,6,-0.7692705051855917,-0.7855003356794465,-0.7584162347830086,-0.8141302011181658,-0.4995802789773036,-0.225102386815216
2933,-0.5534672224225448,-0.5201591840901232,-0.170292782814699,207.63589838112338,5065583.469797417,0.0,0.0024366280808167783,0.03173294304257292,0.0,5.831971490763697,0.0,RWA1990,RWA,1990,12,7,-0.7402147244335333,-0.9147325403544972,-0.7363247768859779,-0.8907753368711271,-0.217328726973186,-0.2662370197590924
2934,-1.0259410052909272,-1.0400687101443329,0.1287312656960211,178.78451574156227,4753870.502580013,1.829758463813823e-05,0.0018108724723017093,0.02102960857797749,0.0,7.844927559358897,0.0,RWA1995,RWA,1995,12,8,-0.770616737789753,-0.5534672224225448,-0.758886396239276,-0.5201591840901232,-0.23830991580236074,-0.170292782814699
2935,-0.6100803058288542,-0.4461284555039091,0.14100075816899782,138.12993745317362,5506635.260536788,0.02476871533892447,0.03425716885253737,0.04401926852447973,0.0,4.973721467023434,0.0,RWA2000,RWA,2000,12,9,-0.6856286881892455,-1.0259410052909272,-0.6497900983061647,-1.0400687101443329,-0.18937246314177794,0.1287312656960211
2936,-0.4323500439585688,-0.34578919978451594,0.11220638573717116,225.79435867861926,5152782.766500676,3.4095741947955796e-05,0.00800701591122362,0.016846501137932842,0.0,3.780066885053,1.0911230267782304e-10,RWA2005,RWA,2005,12,10,-0.7967786472365764,-0.6100803058288542,-0.8028330893551506,-0.4461284555039091,-0.036851835698043844,0.14100075816899782
2937,-0.4166652169847932,-0.4135542006586677,-0.4163325001314749,230.7150862221328,3815708.9873646526,5.4180848039217665e-06,0.008798108607307162,0.01379210369851143,0.0,2.3164208392930625,0.0,RWA2010,RWA,2010,12,11,-0.6989469761669455,-0.4323500439585688,-0.6279980680305193,-0.34578919978451594,-0.03059364108221016,0.11220638573717116
2938,0.13404907263541832,0.2599054350814552,-0.2733465244678789,,3837460.319388894,,,,,,,SAU1960,SAU,1960,12,1,,,,,,
2939,0.4628323283539421,0.7592382898062621,0.4871695225453289,684.066365608832,4514350.480102551,0.4260736511716817,0.4279446314324749,0.4279885636777324,,,,SAU1965,SAU,1965,12,2,,0.13404907263541832,,0.2599054350814552,,-0.2733465244678789
2940,0.5205366837824876,0.504668966446657,0.34372811058830993,2095.223178560209,5482295.706783981,0.5045815580544333,0.5048221691718272,0.5049289267438035,37.71753096884306,37.72686488186739,,SAU1970,SAU,1970,12,3,0.37192248207932643,0.4628323283539421,0.4206959169372084,0.7592382898062621,0.4616359812616859,0.4871695225453289
2941,0.9539244014820624,1.0479002678647886,0.9301610324866596,7530.446184464413,6928746.554873632,0.5178877826691825,0.518127067995143,0.5184080336858741,50.16086786615961,50.22036011507802,,SAU1975,SAU,1975,12,4,0.36522894657271165,0.5205366837824876,0.3826972010339725,0.504668966446657,0.2028383896472977,0.34372811058830993
2942,0.2564685404245356,0.2285755513563347,-0.10866474639832913,11311.796395266208,9069520.453677563,0.4112547445490504,0.4116582228676778,0.4122698453998595,38.60281811959725,38.700605894592506,0.000579155254419216,SAU1980,SAU,1980,12,5,0.3640541721727709,0.9539244014820624,0.40206966432071495,1.0479002678647886,0.25165036685413644,0.9301610324866596
2943,0.3553298706066953,0.423617720627816,0.3331878790406184,5066.437481360207,11505820.379191974,0.2029494146066722,0.2047969920332877,0.20694607370222853,22.43029639919187,22.684599657621337,0.0002710298596480222,SAU1985,SAU,1985,12,6,0.3552310462194336,0.2564685404245356,0.36073032184202103,0.2285755513563347,0.05209188491713951,-0.10866474639832913
2944,0.06935532697269077,0.11033665354158756,0.06812989757938258,5744.844322347878,13197727.543410795,0.25100696974073283,0.2530590777907103,0.2554470982454773,25.930085814719916,26.157067058129982,0.0003751871631288583,SAU1990,SAU,1990,12,7,0.3694302047504321,0.3553298706066953,0.42308008881712283,0.423617720627816,0.4055960755758635,0.3331878790406184
2945,0.6999440300273081,0.7542792560424878,0.6382491241385339,5696.168568512879,13960199.41884926,0.20079658892231245,0.2039782398623198,0.20502641419388726,20.714043391893984,20.973812570086398,0.00033959044868658937,SAU1995,SAU,1995,12,8,0.3674175358802997,0.06935532697269077,0.4082375806401225,0.11033665354158756,0.25523712422804523,0.06812989757938258
2946,0.17615480665128316,0.10731728076715748,0.010217340529078741,6122.629720422205,14258180.803404598,0.21514953693326588,0.2179825639714774,0.2190003636398312,24.80110808130485,25.19601028651205,0.0002857654806013282,SAU2000,SAU,2000,12,9,0.3732395500142583,0.6999440300273081,0.4320779471480161,0.7542792560424878,0.34543425749004425,0.6382491241385339
2947,0.1155517755915741,0.08582008332682113,0.06404606526043488,8892.060463853179,13754024.90767462,0.2398461814409037,0.2421122217005301,0.2433749533364453,25.900263054749928,26.460181289531107,0.00023793192992301143,SAU2005,SAU,2005,12,10,0.3604017068438634,0.17615480665128316,0.38307457839530806,0.10731728076715748,0.1514271969605197,0.010217340529078741
2948,0.06019221232054005,0.05716058054849301,0.07165244677021712,8332.773887895783,10286370.804979036,0.14058105172996566,0.14206273719403822,0.1426717458223493,15.458736183028055,15.883093972662573,0.00013997662861113392,SAU2010,SAU,2010,12,11,0.37106527228909136,0.1155517755915741,0.43230771830602405,0.08582008332682113,0.36514144229924156,0.06404606526043488
2949,0.2641202822858081,0.2771351170749518,0.3314765352863096,,,,,,,,,SCG1995,SCG,1995,3,1,,,,,,
2950,0.10154132546958992,0.1325686183347238,0.16661192469638444,,,,,,,,,SCG2000,SCG,2000,3,2,,0.2641202822858081,,0.2771351170749518,,0.3314765352863096
2951,-1.0430171725763453,-0.9464872897388921,-1.0852268883427487,117.76422296114828,7033577.080235465,0.0003940090530426525,0.0006659804410158707,0.0035249990201656088,,,,SDN1960,SDN,1960,12,1,,,,,,
2952,-0.9860252428365359,-0.9651631083619664,-1.1021599968461446,126.91069833385063,8104397.683934323,0.0009226977545448449,0.0016838553903830693,0.0040115365427508785,,,,SDN1965,SDN,1965,12,2,,-1.0430171725763453,,-0.9464872897388921,,-1.0852268883427487
2953,-1.1292567317956803,-1.1361908121644355,-1.2701084024619165,184.51050169353402,9384225.330301922,0.0019056279273206485,0.0026208129806666192,0.005363858750905354,0.0,0.00037084554516977485,,SDN1970,SDN,1970,12,3,-0.9456427071173017,-0.9860252428365359,-0.8748713092416317,-0.9651631083619664,-0.9965152720249525,-1.1021599968461446
2954,-1.0983847431954037,-1.1086682208793444,-1.309936090024122,364.43098263653326,10939918.822733464,0.0024409613347401195,0.00310867822243967,0.005606571244993861,0.0,4.491352655111288e-05,,SDN1975,SDN,1975,12,4,-0.8965545380417153,-1.1292567317956803,-0.8919936007200716,-1.1361908121644355,-1.0122200890045736,-1.2701084024619165
2955,-0.9846735244218252,-0.9543704728791642,-1.0534963952884486,355.1273069805757,12745932.783311067,0.001528605058158416,0.00180649655330999,0.00959760286795083,0.0,0.0009450643589990268,0.0,SDN1980,SDN,1980,12,5,-1.01992238291157,-1.0983847431954037,-1.048794555714146,-1.1086682208793444,-1.1679858759943587,-1.309936090024122
2956,-0.8177141744947853,-0.790266177475749,-0.8858183408198722,523.0715056227557,14539904.83706916,9.77629799604894e-05,0.00024025215418793883,0.001994159561529628,0.0,0.0033042394285096237,-2.6611328020313723e-09,SDN1985,SDN,1985,12,6,-0.9933317866108556,-0.9846735244218252,-1.0235614004915383,-0.9543704728791642,-1.2049245481679014,-1.0534963952884486
2957,-0.42297728438699295,-0.4458380163157217,-0.4500062517157489,292.9888487069352,16526997.642563386,0.0001412590745054406,0.0004063673770785824,0.003385382810767048,0.004826722657281115,0.0052046282805826224,-1.322719958445111e-09,SDN1990,SDN,1990,12,7,-0.8953902787792752,-0.8177141744947853,-0.8820987385838129,-0.790266177475749,-0.9670864411643347,-0.8858183408198722
2958,-0.6849527375887388,-0.6694845493967979,-0.631044211226235,259.4287022961971,18161910.96542986,0.002693955795628097,0.003029662622760543,0.006038756605249727,0.3430305070368237,0.3580402115833149,4.60758372325582e-07,SDN1995,SDN,1995,12,8,-0.7515852025976955,-0.42297728438699295,-0.731645275982196,-0.4458380163157217,-0.8115713946269647,-0.4500062517157489
2959,-0.6425430021140143,-0.6163607379012866,-0.5672228070044903,284.9444163330353,18640857.767514456,0.07832101366865205,0.07874048909556262,0.08014841237158657,5.861255181112968,5.87988315766816,5.644572612284345e-06,SDN2000,SDN,2000,12,9,-0.4115912544993291,-0.6849527375887388,-0.4158679872973111,-0.6694845493967979,-0.4073721836248023,-0.631044211226235
2960,-0.5681709996229504,-0.5439726911713111,-0.5586128886030131,566.9471129712747,17571835.873224676,0.08963652431443032,0.0904317225579344,0.09113198425601972,9.4258106638161,9.537153350896613,7.286023695462829e-06,SDN2005,SDN,2005,12,10,-0.63723540094482,-0.6425430021140143,-0.6209107329376835,-0.6163607379012866,-0.5752780362274753,-0.5672228070044903
2961,-0.3539114477940641,-0.3374742195458049,-0.3387352842414217,648.3312893781845,12737206.373394838,0.028861269908140624,0.029287260132280224,0.02966730488389545,3.026478599595267,4.158239685595795,2.586689093439729e-06,SDN2010,SDN,2010,12,11,-0.6007071367688485,-0.5681709996229504,-0.5722059664570316,-0.5439726911713111,-0.5160861003532137,-0.5586128886030131
2962,-0.5003370516220891,-0.5786203050225629,-0.6180545288968903,282.4630338323592,2975373.595580392,1.1348878510430017e-05,0.005370941684088497,0.037465470262317634,,,,SEN1960,SEN,1960,12,1,,,,,,
2963,-0.4370471267897595,-0.5065598624662084,-0.6905814628642463,278.2114855181094,3383527.900428513,0.0011891137207067752,0.008546372575061087,0.025984297057677973,,,,SEN1965,SEN,1965,12,2,,-0.5003370516220891,,-0.5786203050225629,,-0.6180545288968903
2964,-0.4698172938528688,-0.5068974812937531,-0.6146323207252814,308.1938833904496,3865710.280275987,0.005335142429290828,0.008115833287362713,0.031217316036180963,0.0,1.858947811647326,,SEN1970,SEN,1970,12,3,-0.5076079601864161,-0.4370471267897595,-0.5505146941270098,-0.5065598624662084,-0.6053130883565063,-0.6905814628642463
2965,-0.8364382944096945,-0.8139988176517872,-0.9348708168548336,515.0844262063766,4350128.795552966,0.007443960249352917,0.009298355933218844,0.03567900956632802,0.0,2.9979198939064,,SEN1975,SEN,1975,12,4,-0.4772606652823735,-0.4698172938528688,-0.51907195090794,-0.5068974812937531,-0.649127917643379,-0.6146323207252814
2966,-0.7583569318196904,-0.7802457405996793,-0.959217348729142,536.5478780024217,4854100.184773896,0.005733960974268253,0.006478660065213004,0.024805117042189077,0.0,2.340180760041364,0.0,SEN1980,SEN,1980,12,5,-0.4929738443792606,-0.8364382944096945,-0.5192192669904371,-0.8139988176517872,-0.6032456706590937,-0.9348708168548336
2967,-0.7047317386805599,-0.6675690276432865,-0.7974929328205247,640.220174391123,5475781.86683479,0.000926140279726476,0.0019320138301637656,0.014430422311924828,0.0002518557540294344,1.3803802018287012,-6.5598679109643135e-09,SEN1985,SEN,1985,12,6,-0.6687673162689574,-0.7583569318196904,-0.6532193940891202,-0.7802457405996793,-0.7967075236765748,-0.959217348729142
2968,-0.4450973063198696,-0.4339433715767882,-0.4932884761378176,648.6263755579648,6110048.6991873365,0.0035991683026066297,0.004686629665849065,0.01340121173997008,0.0004126202548193203,1.574098534456594,-7.914811969379153e-09,SEN1990,SEN,1990,12,7,-0.6313275793233714,-0.7047317386805599,-0.6384916281060994,-0.6675690276432865,-0.8114157028239294,-0.7974929328205247
2969,-0.6403201895685303,-0.6635804575318974,-0.703890663065096,488.75121866607213,6580345.350883405,0.004273736657544893,0.005748285327993297,0.012033183501314002,0.0006821729000679378,2.1008650228253063,0.0,SEN1995,SEN,1995,12,8,-0.6056144890520405,-0.4450973063198696,-0.5893264436224485,-0.4339433715767882,-0.7137150654614757,-0.4932884761378176
2970,-0.4407656035586626,-0.4584759252533819,-0.4669166283413422,467.64035410048007,6760498.796473297,0.005669711034790491,0.008388433805181438,0.014308863960590031,0.00012249763063723558,1.5688406871489349,-1.4909533162648196e-09,SEN2000,SEN,2000,12,9,-0.48112069786857026,-0.6403201895685303,-0.4873865824102327,-0.6635804575318974,-0.5299396649480906,-0.703890663065096
2971,-0.42463501323324543,-0.4569729862573437,-0.5022634356151133,641.387357263027,6470622.182993008,0.006890577755608425,0.01300408281584298,0.01822937405210221,0.0,1.4121912789952362,-2.095926530257891e-09,SEN2005,SEN,2005,12,10,-0.5747293792765509,-0.4407656035586626,-0.587586077044411,-0.4584759252533819,-0.6571682455994389,-0.4669166283413422
2972,-0.2325451959061473,-0.2520987355927784,-0.2528483498158929,466.8545129952269,4849839.149110458,0.0053556270141384464,0.012273016114757907,0.01686351708810868,0.0,1.3949055130572596,-4.084681219980658e-10,SEN2010,SEN,2010,12,11,-0.4790436617292596,-0.42463501323324543,-0.49809107933526797,-0.4569729862573437,-0.514007955912906,-0.5022634356151133
2973,-0.11028928705290622,-0.12086537785058953,0.00690718080098154,411.61572305331526,1533345.0444613157,0.046837546792820886,0.06315810711821034,0.12235734174720915,,,,SGP1960,SGP,1960,12,1,,,,,,
2974,0.19160124415337004,0.1089766186084722,0.3922560128085392,559.7834608927128,1708154.2321586404,0.16255167517588112,0.19420117173727308,0.3515752830028487,,,,SGP1965,SGP,1965,12,2,,-0.11028928705290622,,-0.12086537785058953,,0.00690718080098154
2975,0.4875196977429788,0.3759504229737522,0.5458337291820838,1243.7833651930287,1837853.7954477228,0.19227192389728276,0.21692633315145207,0.3427377151475285,0.0,0.0038996089294838047,,SGP1970,SGP,1970,12,3,0.23501632495895258,0.19160124415337004,0.17122480949701996,0.1089766186084722,0.32919874600822185,0.3922560128085392
2976,0.4052604385882959,0.3281239911390522,0.4296890518099903,2545.5404406449497,1947349.0289445128,0.3028455477608091,0.3384804500690619,0.4485819717016249,0.0,0.002042582877049379,,SGP1975,SGP,1975,12,4,0.4090483106221292,0.4875196977429788,0.31192397391266574,0.3759504229737522,0.503168061403717,0.5458337291820838
2977,0.0394616967991067,0.04895534122436141,0.033892073815072844,4984.774849657089,2129136.2560773417,0.414591852348212,0.4599511976898197,0.5559157852022827,0.0,0.001032573484519285,1.2610770513960103e-06,SGP1980,SGP,1980,12,5,0.5796375499294981,0.4052604385882959,0.47535359849718556,0.3281239911390522,0.5725021503078325,0.4296890518099903
2978,0.4781912287798476,0.3931187218002309,0.4394625432451238,6444.118807677685,2225321.506951494,0.20035844042421813,0.2366704707084355,0.29324491867692176,0.0,0.0011573429235511368,-7.403001680662564e-07,SGP1985,SGP,1985,12,6,0.5322172411418415,0.0394616967991067,0.44607635978627536,0.04895534122436141,0.5200675551282175,0.033892073815072844
2979,0.5969777242710748,0.5656097959644778,0.5990184085065299,12535.878276624273,2456449.2519627083,0.15075631721210647,0.17813265915764387,0.21028399363380287,0.0,0.0006200018097483888,-7.456627815426755e-07,SGP1990,SGP,1990,12,7,0.3213438456355544,0.4781912287798476,0.27518158694593814,0.3931187218002309,0.34138132701988577,0.4394625432451238
2980,1.2133515930306862,1.1898448114026223,1.3101770254459328,17345.59604399276,2701482.6654573684,0.07702012944512224,0.10019945656145006,0.11968954057334412,0.0,0.0005137693099229594,7.487209677120275e-07,SGP1995,SGP,1995,12,8,0.5742599318559397,0.5969777242710748,0.4858632761737537,0.5656097959644778,0.5244798887666403,0.5990184085065299
2981,1.4627766442409271,1.3579886468704443,1.1284985945499888,15376.118770524829,2679050.3227287536,0.0716384449786961,0.08884059866078822,0.09929366626031587,0.0,0.0003022446235568879,1.7626266487776245e-06,SGP2000,SGP,2000,12,9,0.642737235856518,1.2133515930306862,0.5914547275967292,1.1898448114026223,0.5965128686053291,1.3101770254459328
2982,0.919613928550012,0.8155232641193927,0.5929522036303303,19701.725200732162,2512925.5394796687,0.09683011509290188,0.1151515607951366,0.12190919097105744,0.0,0.00024443999005617343,1.7196449312228957e-06,SGP2005,SGP,2005,12,10,0.9980606302753865,1.4627766442409271,0.973583957346865,1.3579886468704443,0.9175720426581225,1.1284985945499888
2983,0.4681430735298749,0.3675256605065562,0.2624288456210463,18941.212751015955,1869713.5781691931,0.061850252169200134,0.06980371311792062,0.07457223929644191,0.0,0.00015983938047249707,2.3587190564903047e-06,SGP2010,SGP,2010,12,11,1.1418476406291425,0.919613928550012,1.0765142203816198,0.8155232641193927,0.8355516247411031,0.5929522036303303
2984,1.6363270339037903,1.6414328807379146,1.4745760983404224,,,,,,,,,SGS2000,SGS,2000,4,1,,,,,,
2985,0.6781999852858431,0.5640134237288031,0.7359908510142548,,,,,,,,,SGS2005,SGS,2005,4,2,,1.6363270339037903,,1.6414328807379146,,1.4745760983404224
2986,0.5632791771301602,0.6353745486139417,0.5414145036279957,,,,,,,,,SGS2010,SGS,2010,4,3,0.6781999852858427,0.6781999852858431,0.5640134237288033,0.5640134237288031,0.7359908510142544,0.7359908510142548
2987,0.3695890471282339,0.3255889076155005,0.3440484963321724,,,,,,,,,SHN1970,SHN,1970,10,1,,,,,,
2988,0.6761443555511415,0.6173961034244239,0.75802348815728,,,,,,,,,SHN1975,SHN,1975,10,2,,0.3695890471282339,,0.3255889076155005,,0.3440484963321724
2989,0.6162275503565491,0.6390053721810162,0.6483858367802611,,,,,,,,,SHN1980,SHN,1980,10,3,0.6887026722482001,0.6761443555511415,0.6544255689129655,0.6173961034244239,0.8476469589356632,0.75802348815728
2990,1.0289292645070065,0.825817082521793,0.8465923244540648,,,,,,,,,SHN1985,SHN,1985,10,4,0.7899456228034671,0.6162275503565491,0.7332625906153828,0.6390053721810162,0.7814132633407551,0.6483858367802611
2991,0.9157650949945356,0.7869460397542567,0.7433777886096194,,,,,,,,,SHN1990,SHN,1990,10,5,0.7701574998153076,1.0289292645070065,0.7391007276264123,0.825817082521793,0.7989546776059772,0.8465923244540648
2992,1.0756175685710352,0.9552182753343248,1.1694741845260157,,,,,,,,,SHN1995,SHN,1995,10,6,0.9064563603855733,0.9157650949945356,0.7895713091402597,0.7869460397542567,0.7672427422747028,0.7433777886096194
2993,0.9298301220878242,0.8403234023572762,0.7293148169866255,,,,,,,,,SHN2000,SHN,2000,10,7,0.8690827638312663,1.0756175685710352,0.7790695899014152,0.9552182753343248,0.7837564937888979,1.1694741845260157
2994,0.7669327538683616,0.9002295083309136,0.859116174594898,,,,,,,,,SHN2005,SHN,2005,10,8,0.921875638832198,0.9298301220878242,0.8245313950894777,0.8403234023572762,0.7155834409752704,0.7293148169866255
2995,0.6304311249734236,0.5581910321637921,0.4915584497505461,,,,,,,,,SHN2010,SHN,2010,10,9,0.8737278794219572,0.7669327538683616,0.7934904553029234,0.9002295083309136,0.7860064910110265,0.859116174594898
2996,-0.9669984097320876,-0.9977984768494141,-1.043513789387631,277.1301963835061,147672.59241085587,1.1061332519602554e-05,0.003401511051743756,0.10838088586101308,,6.352822284343651,,SLB1970,SLB,1970,12,3,,,,,,
2997,-0.9824508685537221,-1.1258167395645795,-1.1888394659775259,409.3150269820737,174359.50052451677,3.137593325327677e-05,0.0019668214015898773,0.11041073483408928,,5.9327675278380525,,SLB1975,SLB,1975,12,4,,-0.9669984097320876,,-0.9977984768494141,,-1.043513789387631
2998,-1.113058291531893,-1.0547605807169835,-1.1583609655803608,646.8907034092592,201820.0417465489,0.0012793618922463347,0.0030485949926074727,0.13187024115278315,0.0,6.217496425324915,0.0,SLB1980,SLB,1980,12,5,-0.8203492373385883,-0.9824508685537221,-0.8500623098669368,-1.1258167395645795,-0.8834587134200698,-1.1888394659775259
2999,-0.8597346392309605,-0.8236365297537117,-0.7865690615784274,729.1923684221948,227707.14646724146,0.000225034346425462,0.0015540755779459726,0.09416332975398976,0.0,4.14947789952658,0.0,SLB1985,SLB,1985,12,6,-0.8229832843919054,-1.113058291531893,-0.8999272546689746,-1.0547605807169835,-0.9429028517069715,-1.1583609655803608
3000,-0.5016087913747633,-0.4921355639391404,-0.5054788309347878,860.8661463268288,251226.18762821754,9.6612491003702e-06,0.0018002942258088012,0.1446566683182701,0.0,4.647158937555701,0.0,SLB1990,SLB,1990,12,7,-0.8452468025548103,-0.8597346392309605,-0.8722498642433314,-0.8236365297537117,-0.9304358999961653,-0.7865690615784274
3001,-1.017682994456212,-0.9873248857619012,-1.0218250575378167,984.1819746573946,272023.50112813467,0.0007712926797417942,0.0012650238404262012,0.14359062963839808,0.0,4.556378843098083,0.0,SLB1995,SLB,1995,12,8,-0.8020649097841533,-0.5016087913747633,-0.7822237398508336,-0.4921355639391404,-0.7783578235402792,-0.5054788309347878
3002,-0.7828813957177574,-0.7909281216676604,-0.7957863467110657,564.7568243248163,282776.8232084745,1.910927239386052e-05,0.0005190031372279079,0.13489649229311698,0.0,5.0576306212743045,0.0,SLB2000,SLB,2000,12,9,-0.7410182928572981,-1.017682994456212,-0.6530993710961589,-0.9873248857619012,-0.6633804366561264,-1.0218250575378167
3003,-0.7251706902300897,-0.7147648089167636,-0.7653146491018349,570.5176198127871,268333.7629547203,0.0,0.001775762230259771,0.2287127481201355,0.0,10.078824174562945,0.0,SLB2005,SLB,2005,12,10,-0.8289890002774332,-0.7828813957177574,-0.8459826962994572,-0.7909281216676604,-0.8745871361076437,-0.7957863467110657
