code,year,residual
ABW,1986,-1.615178318591191
ABW,1987,-1.3857927420953762
ABW,1988,-1.5346378759830348
ABW,1989,-1.534738592914227
ABW,1990,-1.0390976399028329
ABW,1991,-1.0755074624694965
ABW,1992,0.05302297573345574
ABW,1993,0.05501864166831716
ABW,1994,-1.0919226044300898
ABW,1995,-0.8526230384696727
ABW,1996,-0.702160806752784
ABW,1997,-0.5729333932170093
ABW,1998,-1.635956913088201
ABW,1999,-1.2615309632160097
ABW,2000,-1.4474836989245006
ABW,2001,-1.5464519407967217
ABW,2002,-1.5115227895194614
ABW,2003,-1.4117444103098347
ABW,2004,-1.5465687972448912
ABW,2005,-1.6653503097071414
ABW,2006,-1.5012399035335464
ABW,2007,-1.4874570021203102
ABW,2008,-1.5691719235093071
ABW,2009,-1.6600715455301494
ABW,2010,-0.9463354915628746
ABW,2011,-1.390449310972161
ABW,2012,-1.4167225064709719
ABW,2013,-1.3245005818222202
ABW,2014,-1.8687697503225407
ABW,2015,-1.395003771614892
ABW,2016,-1.5746710838430409
AFG,1970,-0.48336967517964735
AFG,1971,-0.4947743450959784
AFG,1972,-0.2264504939333558
AFG,1973,-0.46111377989316354
AFG,1974,-0.7151996752080613
AFG,1975,-0.3328087592031808
AFG,1976,-0.34069509722757424
AFG,1977,-0.2702584342673982
AFG,1978,-0.029810400797882053
AFG,1979,-0.11032748489646188
AFG,1980,-0.09429475699261092
AFG,1981,0.08969480195670407
AFG,2002,0.09410891711651378
AFG,2003,-0.2741741840068633
AFG,2004,-0.5282396162116167
AFG,2005,0.39057362908922155
AFG,2006,-0.5310045027935979
AFG,2007,0.03763724657528261
AFG,2008,-0.8912622104236694
AFG,2009,-0.14467375682270378
AFG,2010,-0.7806996052047837
AFG,2011,-0.8243436111630029
AFG,2012,-0.9894719263288316
AFG,2013,-0.7797789804392274
AFG,2014,-0.5972692756291129
AFG,2015,-0.912708747312377
AFG,2016,-0.830993873877853
AGO,1980,-1.0147003574007871
AGO,1981,0.20648723702207983
AGO,1982,-0.08723147428174666
AGO,1983,-0.13544494932125462
AGO,1984,-0.12669548329108504
AGO,1985,-0.6981804199804191
AGO,1986,-1.2559490242281686
AGO,1987,-0.11927580448285785
AGO,1988,-0.5701482890982086
AGO,1989,-0.33971814297294106
