,map,gdp_pc
996,BEN2012,837.9505000753619
997,BEN2013,915.328155408233
998,BEN2014,943.686575031401
999,BEN2015,783.963077800944
1000,BEN2016,788.5324424156951
1001,BEN2017,827.3936793946671
1002,BEN2018,
1003,BFA1960,68.424748569325
1004,BFA1961,71.558180092437
1005,BFA1962,76.5206113987061
1006,BFA1963,78.372071942432
1007,BFA1964,80.47276674551891
1008,BFA1965,81.72511549550191
1009,BFA1966,82.5456368946943
1010,BFA1967,84.3631649403545
1011,BFA1968,84.7330493468762
1012,BFA1969,86.5202111123235
1013,BFA1970,81.4998986817012
1014,BFA1971,84.2878150139644
1015,BFA1972,99.32676402498659
1016,BFA1973,113.780584338816
1017,BFA1974,124.359030451525
1018,BFA1975,152.728220114244
1019,BFA1976,155.64899796029601
1020,BFA1977,176.78336766629502
1021,BFA1978,225.941652537233
1022,BFA1979,262.076009642159
1023,BFA1980,282.68573529959497
1024,BFA1981,254.23078067511102
1025,BFA1982,245.09470243903
1026,BFA1983,217.994750842831
1027,BFA1984,193.84324028470903
1028,BFA1985,200.8944225118
1029,BFA1986,256.762318808596
1030,BFA1987,291.131963880905
1031,BFA1988,313.061891095721
1032,BFA1989,304.853438781463
1033,BFA1990,351.97932285253603
1034,BFA1991,346.410672442444
1035,BFA1992,240.96348098040298
1036,BFA1993,244.127073499416
1037,BFA1994,193.070236298833
1038,BFA1995,235.83219729976898
1039,BFA1996,249.360294415648
1040,BFA1997,229.493117735387
1041,BFA1998,255.71823338169997
1042,BFA1999,265.340115553605
1043,BFA2000,226.47598136698
1044,BFA2001,235.49123243618698
1045,BFA2002,260.763541319743
1046,BFA2003,332.344305065633
1047,BFA2004,371.323086483012
1048,BFA2005,406.998807060623
1049,BFA2006,420.582523292431
1050,BFA2007,475.110012184526
1051,BFA2008,569.761278420207
1052,BFA2009,552.745552106433
1053,BFA2010,575.446452687734
1054,BFA2011,666.840410055466
1055,BFA2012,673.822818226635
1056,BFA2013,699.781537016479
1057,BFA2014,703.8216564617171
1058,BFA2015,575.3144541763111
1059,BFA2016,583.830898212126
1060,BFA2017,642.0371482690371
1061,BFA2018,
1062,BGD1960,88.69121063011721
1063,BGD1961,97.1427301809153
1064,BGD1962,99.57671365425391
1065,BGD1963,101.260491234629
1066,BGD1964,99.50386426801609
1067,BGD1965,105.78917034445801
1068,BGD1966,111.658639483114
1069,BGD1967,121.662093381097
1070,BGD1968,121.528897681745
1071,BGD1969,133.575436747748
1072,BGD1970,138.247964678779
1073,BGD1971,131.755763180609
1074,BGD1972,93.0248701122493
1075,BGD1973,117.72581488208
1076,BGD1974,179.04506497598098
1077,BGD1975,272.745197807152
1078,BGD1976,138.592233931828
1079,BGD1977,128.809261111467
1080,BGD1978,172.414696039675
1081,BGD1979,196.442625605373
1082,BGD1980,222.632350948637
1083,BGD1981,241.87036921667197
1084,BGD1982,215.393257600295
1085,BGD1983,199.336645408325
1086,BGD1984,208.53463508422698
1087,BGD1985,239.03922046371102
1088,BGD1986,227.42302556881302
1089,BGD1987,247.072311975068
1090,BGD1988,263.222790451427
1091,BGD1989,277.81783907240896
1092,BGD1990,297.567994452354
1093,BGD1991,284.725605857957
1094,BGD1992,285.095505116666
1095,BGD1993,291.714489376625
1096,BGD1994,290.652452863508
1097,BGD1995,319.608700398284
1098,BGD1996,382.935763583537
1099,BGD1997,389.523631359225
1100,BGD1998,395.297460669815
1101,BGD1999,397.35482187217997
1102,BGD2000,405.60330714176695
1103,BGD2001,402.59811515156304
1104,BGD2002,400.61357453335296
1105,BGD2003,432.738897240785
1106,BGD2004,460.75791673039004
1107,BGD2005,484.155407057992
1108,BGD2006,494.05014657654897
1109,BGD2007,541.065148395087
1110,BGD2008,615.7775410530919
1111,BGD2009,681.120536769049
1112,BGD2010,757.6717571768941
1113,BGD2011,835.789340127412
1114,BGD2012,856.342857027401
1115,BGD2013,951.889453456343
1116,BGD2014,1084.56542980269
1117,BGD2015,1210.1588492338
1118,BGD2016,1358.77918567012
1119,BGD2017,1516.51326956437
1120,BGD2018,
1121,BGR1960,
1122,BGR1961,
1123,BGR1962,
1124,BGR1963,
1125,BGR1964,
1126,BGR1965,
1127,BGR1966,
1128,BGR1967,
1129,BGR1968,
1130,BGR1969,
1131,BGR1970,
1132,BGR1971,
1133,BGR1972,
1134,BGR1973,
1135,BGR1974,
1136,BGR1975,
1137,BGR1976,
1138,BGR1977,
1139,BGR1978,
1140,BGR1979,
1141,BGR1980,2238.8029578657397
1142,BGR1981,2234.81481573125
1143,BGR1982,2169.00401089683
1144,BGR1983,1852.81343442802
1145,BGR1984,1963.5726761827398
1146,BGR1985,1914.55064658793
1147,BGR1986,2260.4272811545
1148,BGR1987,3132.3013603624604
1149,BGR1988,2511.3930625948897
1150,BGR1989,2477.0208179595998
1151,BGR1990,2366.52982128614
1152,BGR1991,1267.73437541485
1153,BGR1992,1211.98087810931
1154,BGR1993,1278.24717346108
1155,BGR1994,1148.4943993817
1156,BGR1995,1554.04693051431
1157,BGR1996,1208.8751029439802
1158,BGR1997,1346.9105528680802
1159,BGR1998,1809.6838447288396
1160,BGR1999,1648.1048589562602
1161,BGR2000,1609.88245178581
1162,BGR2001,1757.44377980694
1163,BGR2002,2076.83068237844
1164,BGR2003,2698.62424839705
1165,BGR2004,3363.7996442181297
1166,BGR2005,3869.5294551051097
1167,BGR2006,4490.20177692701
1168,BGR2007,5885.949251979549
1169,BGR2008,7261.754492002769
1170,BGR2009,6969.558556683571
1171,BGR2010,6843.26694975885
1172,BGR2011,7813.80669236432
1173,BGR2012,7378.02473005713
1174,BGR2013,7646.83986554542
1175,BGR2014,7864.76067225524
1176,BGR2015,6993.783482673871
1177,BGR2016,7469.45563823624
1178,BGR2017,8228.011569726501
1179,BGR2018,
1180,BHR1960,
1181,BHR1961,
1182,BHR1962,
1183,BHR1963,
1184,BHR1964,
1185,BHR1965,
1186,BHR1966,
1187,BHR1967,
1188,BHR1968,
1189,BHR1969,
1190,BHR1970,
1191,BHR1971,
1192,BHR1972,
1193,BHR1973,
1194,BHR1974,
1195,BHR1975,
1196,BHR1976,
1197,BHR1977,
1198,BHR1978,
1199,BHR1979,
1200,BHR1980,8537.92937933215
1201,BHR1981,9269.26961652991
1202,BHR1982,9446.158001946009
1203,BHR1983,9421.2856547764
1204,BHR1984,9590.68309906509
1205,BHR1985,8706.72508434699
1206,BHR1986,7041.56947006168
1207,BHR1987,7555.066809448001
1208,BHR1988,7958.67949196537
1209,BHR1989,8030.85457978182
1210,BHR1990,8528.98333446095
1211,BHR1991,9055.59111405318
1212,BHR1992,9082.74116884425
1213,BHR1993,9698.13480360754
1214,BHR1994,10130.41306842
1215,BHR1995,10376.9348875001
1216,BHR1996,10544.6671254851
1217,BHR1997,10672.183943685799
1218,BHR1998,10076.187784535
1219,BHR1999,10401.4804488927
1220,BHR2000,13636.3466837798
1221,BHR2001,12868.2109970281
1222,BHR2002,13102.3345682658
1223,BHR2003,14221.992593488601
1224,BHR2004,15846.4764093173
1225,BHR2005,17959.1785373542
1226,BHR2006,19307.995492020502
1227,BHR2007,20977.1105261075
1228,BHR2008,23067.565346517098
1229,BHR2009,19356.6723557874
1230,BHR2010,20722.1038895508
1231,BHR2011,22512.1596038712
1232,BHR2012,23649.366613910097
1233,BHR2013,24737.1717830704
1234,BHR2014,24983.379015335602
1235,BHR2015,22688.8782442968
1236,BHR2016,22628.956790955897
1237,BHR2017,23739.1571732062
1238,BHR2018,
1239,BHS1960,1550.3243149571601
1240,BHS1961,1651.4754770796699
1241,BHS1962,1752.97029278086
1242,BHS1963,1867.11298751475
1243,BHS1964,1994.5449196447698
1244,BHS1965,2144.8309713592303
1245,BHS1966,2322.94385308063
1246,BHS1967,2556.83530087592
1247,BHS1968,2804.70513080569
1248,BHS1969,3215.4866719957695
1249,BHS1970,3179.2762715531703
1250,BHS1971,3297.9989992120195
1251,BHS1972,3322.6682561192997
1252,BHS1973,3696.6631402627204
1253,BHS1974,3416.55006239904
1254,BHS1975,3156.46805942334
1255,BHS1976,3328.63319198349
1256,BHS1977,3617.2511934899603
1257,BHS1978,4130.75086967094
1258,BHS1979,5532.150830938879
1259,BHS1980,6338.61986793949
1260,BHS1981,6622.685658043791
1261,BHS1982,7165.1344909771915
1262,BHS1983,7694.93798487479
1263,BHS1984,8873.76910201509
1264,BHS1985,9888.48934964442
1265,BHS1986,10339.5210156776
1266,BHS1987,11150.690036278798
1267,BHS1988,11381.8215599869
1268,BHS1989,12158.078848833999
1269,BHS1990,12350.9768428937
1270,BHS1991,11914.8577643653
1271,BHS1992,11682.084964717
1272,BHS1993,11402.651522136
1273,BHS1994,11812.464887004098
1274,BHS1995,12239.8714974121
1275,BHS1996,12717.1500052856
1276,BHS1997,22066.2787050911
1277,BHS1998,23557.953526856498
1278,BHS1999,26173.7154769528
1279,BHS2000,27112.2562019537
1280,BHS2001,27439.3587015686
1281,BHS2002,28727.022192607597
1282,BHS2003,28092.4857322025
1283,BHS2004,28076.155100674103
1284,BHS2005,29874.654137142403
1285,BHS2006,30274.9903224846
1286,BHS2007,31018.0294921829
1287,BHS2008,30188.484438275096
1288,BHS2009,28129.6075027617
1289,BHS2010,27979.1149343739
1290,BHS2011,27472.2561707514
1291,BHS2012,28815.527404385
1292,BHS2013,28171.986003605096
1293,BHS2014,28671.3469695344
1294,BHS2015,30483.8201004038
1295,BHS2016,30260.305905447403
1296,BHS2017,30762.0124392644
1297,BHS2018,
1298,BIH1960,
1299,BIH1961,
1300,BIH1962,
1301,BIH1963,
1302,BIH1964,
1303,BIH1965,
1304,BIH1966,
1305,BIH1967,
1306,BIH1968,
1307,BIH1969,
1308,BIH1970,
1309,BIH1971,
1310,BIH1972,
1311,BIH1973,
1312,BIH1974,
1313,BIH1975,
1314,BIH1976,
1315,BIH1977,
1316,BIH1978,
1317,BIH1979,
1318,BIH1980,
1319,BIH1981,
1320,BIH1982,
1321,BIH1983,
1322,BIH1984,
1323,BIH1985,
1324,BIH1986,
1325,BIH1987,
1326,BIH1988,
1327,BIH1989,
1328,BIH1990,
1329,BIH1991,
1330,BIH1992,
1331,BIH1993,
1332,BIH1994,318.020001219556
1333,BIH1995,485.617276668141
1334,BIH1996,736.975329355273
1335,BIH1997,978.516728019385
1336,BIH1998,1097.64455461203
1337,BIH1999,1246.49711410019
1338,BIH2000,1461.75052047029
1339,BIH2001,1524.4120215233402
1340,BIH2002,1761.5376471886102
1341,BIH2003,2214.73224591872
1342,BIH2004,2802.27491705489
1343,BIH2005,2967.8340564335604
1344,BIH2006,3403.8152971587297
1345,BIH2007,4180.913531981741
1346,BIH2008,5078.31457720914
1347,BIH2009,4701.33442641347
1348,BIH2010,4614.8290411405
1349,BIH2011,5054.32534423757
1350,BIH2012,4722.013403067271
1351,BIH2013,5042.58221304612
1352,BIH2014,5204.24371841169
1353,BIH2015,4584.24254781755
1354,BIH2016,4808.6360428711205
1355,BIH2017,5148.208516959389
1356,BIH2018,
1357,BLR1960,
1358,BLR1961,
1359,BLR1962,
1360,BLR1963,
1361,BLR1964,
1362,BLR1965,
1363,BLR1966,
1364,BLR1967,
1365,BLR1968,
1366,BLR1969,
1367,BLR1970,
1368,BLR1971,
1369,BLR1972,
1370,BLR1973,
1371,BLR1974,
1372,BLR1975,
1373,BLR1976,
1374,BLR1977,
1375,BLR1978,
1376,BLR1979,
1377,BLR1980,
1378,BLR1981,
1379,BLR1982,
1380,BLR1983,
1381,BLR1984,
1382,BLR1985,
1383,BLR1986,
1384,BLR1987,
1385,BLR1988,
1386,BLR1989,
1387,BLR1990,2124.8405142801103
1388,BLR1991,1765.74455562095
1389,BLR1992,1667.6817773137302
1390,BLR1993,1590.0958819745301
1391,BLR1994,1460.0590758956
1392,BLR1995,1370.67655885011
1393,BLR1996,1452.44548758328
1394,BLR1997,1396.5017856782001
1395,BLR1998,1511.7700526788299
1396,BLR1999,1210.6117195862
1397,BLR2000,1276.2880340999998
1398,BLR2001,1244.37318523431
1399,BLR2002,1479.31458271677
1400,BLR2003,1819.7660592617701
1401,BLR2004,2378.62328600741
1402,BLR2005,3125.8105350285305
1403,BLR2006,3847.4341238215297
1404,BLR2007,4735.657607939989
1405,BLR2008,6377.36973201232
1406,BLR2009,5351.355382432779
1407,BLR2010,6181.399915687529
1408,BLR2011,6519.230194988921
1409,BLR2012,6940.15925359735
1410,BLR2013,7978.872614710759
1411,BLR2014,8318.51268992675
1412,BLR2015,5949.106306997479
1413,BLR2016,5025.40506387702
1414,BLR2017,5733.30720988764
1415,BLR2018,
1416,BLZ1960,304.917107253962
1417,BLZ1961,316.403606143266
1418,BLZ1962,327.126867468401
1419,BLZ1963,336.94146611457
1420,BLZ1964,351.161126269562
1421,BLZ1965,377.59430516618204
1422,BLZ1966,406.09796707357697
1423,BLZ1967,420.431888198165
1424,BLZ1968,386.95323701087005
1425,BLZ1969,396.65430628249703
1426,BLZ1970,435.690469415558
1427,BLZ1971,474.444216207405
1428,BLZ1972,519.563507668109
1429,BLZ1973,605.933440702651
1430,BLZ1974,786.069092043881
1431,BLZ1975,885.984529060044
1432,BLZ1976,717.040182885396
1433,BLZ1977,858.828081086803
1434,BLZ1978,980.8225092649229
1435,BLZ1979,1074.27196489862
1436,BLZ1980,1373.09300703606
1437,BLZ1981,1328.8281491424
1438,BLZ1982,1202.68202630831
1439,BLZ1983,1232.83737826059
1440,BLZ1984,1336.9875895363198
1441,BLZ1985,1289.36728897294
1442,BLZ1986,1366.04972952188
1443,BLZ1987,1612.451575183
1444,BLZ1988,1787.95138342857
1445,BLZ1989,2011.96872880293
1446,BLZ1990,2197.1850233118103
1447,BLZ1991,2326.84590270293
1448,BLZ1992,2666.9776705074696
1449,BLZ1993,2833.06134118695
1450,BLZ1994,2880.21113281831
1451,BLZ1995,2996.3829283495097
1452,BLZ1996,3001.66513787229
1453,BLZ1997,2952.6021407362605
1454,BLZ1998,2991.92497090549
1455,BLZ1999,3065.4922477052696
1456,BLZ2000,3364.42371065241
1457,BLZ2001,3419.2757192608196
1458,BLZ2002,3556.56182543496
1459,BLZ2003,3679.9095232787104
1460,BLZ2004,3831.5380185375
1461,BLZ2005,3933.2621427083704
1462,BLZ2006,4187.2904965485495
1463,BLZ2007,4324.7730448682505
1464,BLZ2008,4470.22079597603
1465,BLZ2009,4253.24675324675
1466,BLZ2010,4342.9631725579
1467,BLZ2011,4515.89270091618
1468,BLZ2012,4644.55956471766
1469,BLZ2013,4673.24503676844
1470,BLZ2014,4813.7180332903
1471,BLZ2015,4905.53664469729
1472,BLZ2016,4923.35892237174
1473,BLZ2017,4971.2016355246205
1474,BLZ2018,
1475,BMU1960,1902.4021189224
1476,BMU1961,1961.5381692465
1477,BMU1962,2020.38596503345
1478,BMU1963,2020.2652475244502
1479,BMU1964,2199.72700691179
1480,BMU1965,2282.21654616239
1481,BMU1966,2630.8504663294602
1482,BMU1967,2982.7497042610803
1483,BMU1968,2830.18867924528
1484,BMU1969,3053.7037037037
1485,BMU1970,3387.27272727273
1486,BMU1971,3866.3003663003706
1487,BMU1972,4343.17343173432
1488,BMU1973,5009.2936802974
1489,BMU1974,5853.932584269661
1490,BMU1975,6509.43396226415
1491,BMU1976,7261.2781954887205
1492,BMU1977,8370.78651685393
1493,BMU1978,8876.86567164179
1494,BMU1979,9613.38289962825
1495,BMU1980,11218.2178159868
1496,BMU1981,13425.976966394199
1497,BMU1982,14166.171292539098
1498,BMU1983,15902.020382621102
1499,BMU1984,17469.8255675877
1500,BMU1985,18269.535519701898
1501,BMU1986,20450.6645289464
1502,BMU1987,22411.795674946803
1503,BMU1988,24253.175518878397
1504,BMU1989,25517.9217212488
1505,BMU1990,26841.5197383946
1506,BMU1991,27700.309516951602
1507,BMU1992,28669.6822595785
1508,BMU1993,30900.6948905109
1509,BMU1994,31476.063115306803
1510,BMU1995,33989.7223579821
1511,BMU1996,44826.7890701658
1512,BMU1997,48478.883250409104
1513,BMU1998,51371.7408069836
1514,BMU1999,54245.459737293
1515,BMU2000,56284.168647809405
1516,BMU2001,58883.9594265967
1517,BMU2002,62583.1002034588
1518,BMU2003,66111.7252270036
1519,BMU2004,70359.3191088798
1520,BMU2005,75882.0338560339
1521,BMU2006,83912.6977976846
1522,BMU2007,90849.5869806436
1523,BMU2008,93605.7481653976
1524,BMU2009,88463.3128161375
1525,BMU2010,88207.3275597322
1526,BMU2011,85973.158416455
1527,BMU2012,85458.455507886
1528,BMU2013,85748.0654143782
1529,BMU2014,
1530,BMU2015,
1531,BMU2016,
1532,BMU2017,
1533,BMU2018,
1534,BOL1960,101.227704401871
1535,BOL1961,108.02251950343701
1536,BOL1962,115.855640541941
1537,BOL1963,122.350539642256
1538,BOL1964,135.18186126943598
1539,BOL1965,148.474079771508
1540,BOL1966,161.147464519658
1541,BOL1967,178.377574607329
1542,BOL1968,198.404199825085
1543,BOL1969,210.62890518367803
1544,BOL1970,225.71093538194
1545,BOL1971,238.148293474229
1546,BOL1972,267.686978918703
1547,BOL1973,263.200197340909
1548,BOL1974,428.43286379872495
1549,BOL1975,480.05076424995
1550,BOL1976,533.6080313549289
1551,BOL1977,616.667074001523
1552,BOL1978,702.4289172792261
1553,BOL1979,808.419120612455
1554,BOL1980,809.8856894504711
1555,BOL1981,1028.21590470827
1556,BOL1982,957.552012055957
1557,BOL1983,909.8116366349541
1558,BOL1984,1013.8041398722801
1559,BOL1985,865.690110635248
1560,BOL1986,624.5512322823021
1561,BOL1987,668.801679970987
1562,BOL1988,697.370560078149
1563,BOL1989,701.464614137124
1564,BOL1990,709.948861243428
1565,BOL1991,764.1413320843649
1566,BOL1992,791.380429258632
1567,BOL1993,788.3990281488369
1568,BOL1994,806.221451907106
1569,BOL1995,887.4685242565849
1570,BOL1996,958.4737661775459
1571,BOL1997,1006.9647386991198
1572,BOL1998,1058.7187495042501
1573,BOL1999,1012.50977332125
1574,BOL2000,1007.0028688845099
1575,BOL2001,958.236652408901
1576,BOL2002,913.575642272268
1577,BOL2003,917.3643104861699
1578,BOL2004,978.334648481852
1579,BOL2005,1046.4273841431698
1580,BOL2006,1233.59186917076
1581,BOL2007,1389.62934991949
1582,BOL2008,1736.93008403587
1583,BOL2009,1776.86647562189
1584,BOL2010,1981.1701161847602
1585,BOL2011,2377.68877123935
1586,BOL2012,2645.2277526014605
1587,BOL2013,2947.9385262805104
1588,BOL2014,3124.00030982516
1589,BOL2015,3077.02619917158
1590,BOL2016,3117.3304591215997
1591,BOL2017,3393.95581751781
1592,BOL2018,
1593,BRA1960,210.027470429478
1594,BRA1961,204.92930153477297
1595,BRA1962,260.225266127099
1596,BRA1963,291.950589001802
1597,BRA1964,261.331083055664
1598,BRA1965,260.964692542291
1599,BRA1966,315.27738237919
1600,BRA1967,346.880100387651
1601,BRA1968,374.08326175821196
1602,BRA1969,403.065252307126
1603,BRA1970,444.026267601819
1604,BRA1971,503.47876613495697
1605,BRA1972,584.550684766736
1606,BRA1973,772.8187913003579
1607,BRA1974,1000.6342526871301
1608,BRA1975,1149.58612059008
1609,BRA1976,1385.2985297387
1610,BRA1977,1560.86306044542
1611,BRA1978,1737.3675521191199
1612,BRA1979,1901.00132504395
1613,BRA1980,1939.7908764710198
1614,BRA1981,2124.96298887935
1615,BRA1982,2218.89051545923
1616,BRA1983,1565.2978321106198
1617,BRA1984,1573.96713933218
1618,BRA1985,1643.1965026760902
1619,BRA1986,1936.0163352669897
1620,BRA1987,2081.66526186895
1621,BRA1988,2294.40169466025
1622,BRA1989,2901.2854492707397
1623,BRA1990,3093.03747863815
1624,BRA1991,3966.7954884916203
1625,BRA1992,2591.7971162780605
1626,BRA1993,2786.1713557447697
1627,BRA1994,3494.64054135109
1628,BRA1995,4740.11981310036
1629,BRA1996,5156.80907521238
1630,BRA1997,5271.412222404079
1631,BRA1998,5075.63121138013
1632,BRA1999,3469.50223647552
1633,BRA2000,3739.1161388905703
1634,BRA2001,3146.94890373755
1635,BRA2002,2819.64812003935
1636,BRA2003,3059.58650695164
1637,BRA2004,3623.0499120237
1638,BRA2005,4770.1838527168
1639,BRA2006,5860.14578561448
1640,BRA2007,7313.55779433182
1641,BRA2008,8787.610626652042
1642,BRA2009,8553.381381806701
1643,BRA2010,11224.1540829355
1644,BRA2011,13167.472891753301
1645,BRA2012,12291.466852329098
1646,BRA2013,12216.9044643396
1647,BRA2014,12026.619390631298
1648,BRA2015,8750.22299607324
1649,BRA2016,8650.37637254844
1650,BRA2017,9812.27853101845
1651,BRA2018,
1652,BRB1960,
1653,BRB1961,
1654,BRB1962,
1655,BRB1963,
1656,BRB1964,
1657,BRB1965,
1658,BRB1966,
1659,BRB1967,
1660,BRB1968,
1661,BRB1969,
1662,BRB1970,
1663,BRB1971,
1664,BRB1972,
1665,BRB1973,
1666,BRB1974,1275.0904251442698
1667,BRB1975,1634.64645138295
1668,BRB1976,1761.6562478366
1669,BRB1977,1990.07037401538
1670,BRB1978,2211.25178799169
