,t_exp,map,t_exp_cons
3515,819242649.705302,AZE1994,2397398928.66052
3516,991644243.3689551,AZE1995,1706958825.62384
3517,791908858.405022,AZE1996,2054271926.1695898
3518,1150564617.31493,AZE1997,2654059977.0589
3519,1009305138.60034,AZE1998,3047310674.67878
3520,1281380203.0662198,AZE1999,3457339416.62734
3521,2118054168.34413,AZE2000,4252010197.93115
3522,2368624503.38237,AZE2001,5402197790.99626
3523,2666940958.6504803,AZE2002,5967593386.1373205
3524,3056403991.0405197,AZE2003,6013461659.86623
3525,4235066653.09861,AZE2004,6723554146.06423
3526,8337000211.550671,AZE2005,10014285110.1995
3527,13954555630.1769,AZE2006,13450335529.4144
3528,22516839529.1924,AZE2007,19844236528.8738
3529,32133276533.593,AZE2008,21391274249.174
3530,22870241353.5705,AZE2009,23131063623.9778
3531,28728665753.0833,AZE2010,28728665753.0833
3532,37214511839.9392,AZE2011,29761448315.7684
3533,36914842158.8595,AZE2012,30416200132.4999
3534,35907329509.2416,AZE2013,30872443091.8613
3535,32560882315.4405,AZE2014,30533680543.6047
3536,20059340230.3338,AZE2015,
3537,17580998934.6368,AZE2016,
3538,19839356263.0723,AZE2017,
3539,,AZE2018,
3540,,BHS1960,
3541,,BHS1961,
3542,,BHS1962,
3543,,BHS1963,
3544,,BHS1964,
3545,,BHS1965,
3546,,BHS1966,
3547,,BHS1967,
3548,,BHS1968,
3549,,BHS1969,
3550,,BHS1970,
3551,,BHS1971,
3552,,BHS1972,
3553,,BHS1973,
3554,,BHS1974,
3555,,BHS1975,
3556,,BHS1976,
3557,589300000.0,BHS1977,
3558,688100000.0,BHS1978,
3559,785000000.0,BHS1979,
3560,939800000.0,BHS1980,
3561,961200000.0,BHS1981,
3562,1038300000.0,BHS1982,
3563,1153500000.0,BHS1983,
3564,1297900000.0,BHS1984,
3565,1503600000.0,BHS1985,
3566,1577900000.0,BHS1986,
3567,1664300000.0,BHS1987,
3568,,BHS1988,
3569,1648320000.0,BHS1989,2558966929.5381103
3570,1714730000.0,BHS1990,2577602543.24223
3571,1585170000.0,BHS1991,2422316457.67361
3572,1562180000.0,BHS1992,2393599806.9443803
3573,1606810000.0,BHS1993,2492607486.7311897
3574,1662790000.0,BHS1994,2471845627.22448
3575,1699040000.0,BHS1995,2535682561.1926303
3576,1733680000.0,BHS1996,2627353099.92864
3577,2335400000.0,BHS1997,2849217586.1915197
3578,2368200000.0,BHS1998,2814021658.2668
3579,2801300000.0,BHS1999,3001746389.54552
3580,3072900000.0,BHS2000,3146759908.12185
3581,2834100000.0,BHS2001,3310217352.03604
3582,3212800000.0,BHS2002,3327471029.39209
3583,3176400000.0,BHS2003,3349948026.40382
3584,3460500000.0,BHS2004,3741795368.18162
3585,3812500000.0,BHS2005,3661714303.5547
3586,3895000000.0,BHS2006,3732902936.9787297
3587,4257100000.0,BHS2007,3679686064.40391
3588,4157100000.0,BHS2008,3598690181.08024
3589,3412900000.0,BHS2009,3484387027.78645
3590,3528800000.0,BHS2010,3528800000.0
3591,3769900000.0,BHS2011,3750481227.42072
3592,4087400000.0,BHS2012,4020706866.3306704
3593,4245700000.0,BHS2013,4379246938.13835
3594,4149100000.0,BHS2014,4034743923.1078
3595,4125100000.0,BHS2015,4176117840.4174705
3596,4239300000.0,BHS2016,4109237707.95237
3597,4093100000.0,BHS2017,3866948467.95415
3598,,BHS2018,
3599,,BHR1960,
3600,,BHR1961,
3601,,BHR1962,
3602,,BHR1963,
3603,,BHR1964,
3604,,BHR1965,
3605,,BHR1966,
3606,,BHR1967,
3607,,BHR1968,
3608,,BHR1969,
3609,,BHR1970,
3610,,BHR1971,
3611,,BHR1972,
3612,,BHR1973,
3613,,BHR1974,
3614,,BHR1975,
3615,,BHR1976,
3616,,BHR1977,
3617,,BHR1978,
3618,,BHR1979,
3619,3813478376.2271204,BHR1980,
3620,4547340159.5744705,BHR1981,
3621,4337766223.40425,BHR1982,
3622,3611169946.8085103,BHR1983,
3623,3768351063.8297896,BHR1984,
3624,3716489627.65957,BHR1985,
3625,3013031914.89362,BHR1986,
3626,3472340425.53191,BHR1987,
3627,3529787234.04255,BHR1988,
3628,3811169946.8085103,BHR1989,
3629,4887765691.48936,BHR1990,
3630,3923935904.2553205,BHR1991,
3631,4009042287.23404,BHR1992,
3632,4361702127.659571,BHR1993,
3633,4520478723.40425,BHR1994,
3634,4796010638.297871,BHR1995,
3635,5364361436.17021,BHR1996,
3636,5020744946.80851,BHR1997,
3637,3994946808.5106397,BHR1998,
3638,5221808510.6383,BHR1999,
3639,7176063829.78723,BHR2000,13703297872.3404
3640,6607446808.51064,BHR2001,13366542553.1915
3641,6956117021.2766,BHR2002,15209813829.7872
3642,7980851063.829791,BHR2003,15365265957.4468
3643,10336702127.6596,BHR2004,16078484042.5532
3644,13396808510.6383,BHR2005,16837074468.0851
3645,15662234042.5532,BHR2006,17166755319.1489
3646,17314361702.1277,BHR2007,17244361702.1277
3647,21231382978.7234,BHR2008,17361436170.2128
3648,15704787234.0426,BHR2009,17422074468.0851
3649,17880319148.9362,BHR2010,17880319148.9362
3650,28609042553.1915,BHR2011,23313829787.233997
3651,31409574468.0851,BHR2012,28164893617.0213
3652,34103723404.2553,BHR2013,27976063829.7872
3653,32069148936.1702,BHR2014,26840425531.9149
3654,25652925531.9149,BHR2015,26574468085.1064
3655,23782180851.0638,BHR2016,26107260638.2979
3656,26731382978.7234,BHR2017,26832446808.5106
3657,,BHR2018,
3658,427347691.355166,BGD1960,656651572.212628
3659,519448521.02940995,BGD1961,581129381.122766
3660,546086853.304424,BGD1962,701984206.445459
3661,531067333.067804,BGD1963,735894317.947648
3662,540135770.207523,BGD1964,763435958.641439
3663,570741539.824914,BGD1965,723814611.656582
3664,662275557.0216769,BGD1966,827554946.963018
3665,675028035.681699,BGD1967,730183024.947973
3666,623451537.73079,BGD1968,759391698.28574
3667,690047514.251654,BGD1969,794306810.187864
3668,747575116.132797,BGD1970,877564827.7074901
3669,550621082.29095,BGD1971,635198087.4461241
3670,356841000.0,BGD1972,489806996.199854
3671,528824097.159748,BGD1973,909793464.0454609
3672,463095606.326889,BGD1974,641947786.7228991
3673,563045020.279405,BGD1975,720101743.2006769
3674,480166471.380471,BGD1976,898455566.085947
3675,679513484.162896,BGD1977,1127151587.63928
3676,738155879.62963,BGD1978,1040712243.15873
3677,950929356.110381,BGD1979,1212476520.9535902
3678,996555891.472868,BGD1980,1224056678.62572
3679,1038984088.1273,BGD1981,835210514.1624191
3680,940219560.8782439,BGD1982,797995644.204138
3681,986784511.7845119,BGD1983,871697962.709615
3682,642600000.0,BGD1984,863463553.946617
3683,1199576923.07692,BGD1985,931666569.881939
3684,1128533333.3333302,BGD1986,920958929.855042
3685,1212483870.96774,BGD1987,938460683.7908539
3686,1442788426.25951,BGD1988,1038684782.1130301
3687,1594548362.4025302,BGD1989,1131140020.07159
3688,1866930004.59731,BGD1990,1332329421.11894
3689,2062577030.81232,BGD1991,1291139815.44474
3690,2405649867.37401,BGD1992,1573196949.9396
3691,2990714285.7142897,BGD1993,1831089805.9136102
3692,3039700748.12968,BGD1994,1898444047.22383
3693,4122014925.37313,BGD1995,2481724023.71627
3694,4507555012.22494,BGD1996,2682133030.18988
3695,5075480093.676821,BGD1997,3066154907.83258
3696,5876850220.26432,BGD1998,3442296955.63448
3697,6028722961.73045,BGD1999,3519772362.90129
3698,6588073941.56231,BGD2000,4026554703.97615
3699,7227575982.209041,BGD2001,4626667973.676311
3700,6791241511.4051895,BGD2002,4619075728.8662
3701,6876856649.39551,BGD2003,4540718394.17196
3702,7257329709.52947,BGD2004,8428177804.97298
3703,9994813008.13008,BGD2005,12052401051.0194
3704,11744907683.1447,BGD2006,15122908078.9831
3705,13530306979.4382,BGD2007,17085196605.0305
3706,16181037749.5992,BGD2008,18294932622.7788
3707,17359874074.1602,BGD2009,18300147498.0019
3708,18472449276.0536,BGD2010,18472449276.0536
3709,25627346571.2845,BGD2011,23892104213.3435
3710,26886637936.4819,BGD2012,26886324518.8338
3711,29304945498.3092,BGD2013,27545546098.5076
3712,32830360072.3104,BGD2014,28427320147.2617
3713,33820154152.8479,BGD2015,27622829782.4207
3714,36864997680.8994,BGD2016,28229634197.1681
3715,37548748736.0971,BGD2017,27568322832.938
3716,,BGD2018,
3717,,BRB1960,
3718,,BRB1961,
3719,,BRB1962,
3720,,BRB1963,
3721,,BRB1964,
3722,,BRB1965,
3723,,BRB1966,
3724,,BRB1967,
3725,,BRB1968,
3726,,BRB1969,
3727,,BRB1970,
3728,,BRB1971,
3729,,BRB1972,
3730,,BRB1973,
3731,,BRB1974,
3732,202627097.668432,BRB1975,
3733,202690388.262302,BRB1976,
3734,245539166.832769,BRB1977,
3735,321101774.971412,BRB1978,
3736,438572067.816835,BRB1979,
3737,603440560.831303,BRB1980,
3738,565753492.7658731,BRB1981,
3739,631531845.075324,BRB1982,
3740,740714960.473326,BRB1983,
3741,823546959.67782,BRB1984,
3742,811763536.021479,BRB1985,
3743,715905135.981704,BRB1986,
3744,659623129.319346,BRB1987,
3745,748670014.418535,BRB1988,
3746,852533187.4906781,BRB1989,
3747,867846666.3352059,BRB1990,
3748,819569432.705216,BRB1991,
3749,808900000.0,BRB1992,
3750,872470541.440859,BRB1993,
3751,973599164.7193359,BRB1994,
3752,1038930045.2443699,BRB1995,
3753,1134340973.49973,BRB1996,
3754,1161686471.4363801,BRB1997,
3755,1194252473.52459,BRB1998,
3756,1230497688.06245,BRB1999,
3757,1322800000.0,BRB2000,
3758,1251500000.0,BRB2001,
3759,1211100000.0,BRB2002,
3760,1378750000.0,BRB2003,
3761,1435900000.0,BRB2004,
3762,1711700000.0,BRB2005,
3763,1938700000.0,BRB2006,
3764,2043900000.0,BRB2007,
3765,2090350000.0,BRB2008,
3766,1904950000.0,BRB2009,
3767,1763300000.0,BRB2010,1763300000.0
3768,1766750000.0,BRB2011,
3769,1811200000.0,BRB2012,
3770,1914200000.0,BRB2013,
3771,1879250000.0,BRB2014,
3772,1614900000.0,BRB2015,
3773,1648850000.0,BRB2016,
3774,1775045900.0,BRB2017,
3775,,BRB2018,
3776,,BLR1960,
3777,,BLR1961,
3778,,BLR1962,
3779,,BLR1963,
3780,,BLR1964,
3781,,BLR1965,
3782,,BLR1966,
3783,,BLR1967,
3784,,BLR1968,
3785,,BLR1969,
3786,,BLR1970,
3787,,BLR1971,
3788,,BLR1972,
3789,,BLR1973,
3790,,BLR1974,
3791,,BLR1975,
3792,,BLR1976,
3793,,BLR1977,
3794,,BLR1978,
3795,,BLR1979,
3796,,BLR1980,
3797,,BLR1981,
3798,,BLR1982,
3799,,BLR1983,
3800,,BLR1984,
3801,,BLR1985,
3802,,BLR1986,
3803,,BLR1987,
3804,,BLR1988,
3805,,BLR1989,
3806,9950000000.0,BLR1990,27726554293.8121
3807,6000000000.0,BLR1991,27421562878.4175
3808,10185185185.1852,BLR1992,18098230097.1596
3809,11008264462.8099,BLR1993,14044228168.3812
3810,10641993957.7039,BLR1994,13875697500.4904
3811,6939552977.464721,BLR1995,10823043875.058
3812,6839769230.76923,BLR1996,11667240070.0411
3813,8457248497.9202,BLR1997,15622434959.303999
3814,8988770378.07839,BLR1998,14325773003.7855
3815,7186389618.7248,BLR1999,15328576500.4147
3816,8815283224.1715,BLR2000,17275306607.2003
3817,8246546762.58993,BLR2001,19536992553.4068
3818,9285958123.9531,BLR2002,21179198628.0426
3819,11615943442.2233,BLR2003,22999066854.525
3820,15711851851.8519,BLR2004,26104063607.0302
3821,18063463324.0483,BLR2005,25399259149.3752
3822,22195244755.2448,BLR2006,27475004705.6399
3823,27593429636.5331,BLR2007,29013763485.8731
3824,37027902621.7228,BLR2008,29623080381.0603
3825,24865449337.6298,BLR2009,27302929560.9368
3826,29396844578.7177,BLR2010,29396844578.7177
3827,48458472361.809006,BLR2011,38333516725.4202
3828,51744692335.3724,BLR2012,42626865806.4645
3829,44058175675.6757,BLR2013,36403343094.8249
3830,43301115023.4742,BLR2014,38077902382.3759
3831,32749824186.8643,BLR2015,38890788545.1708
3832,29847623837.0631,BLR2016,39901934565.5423
3833,36509473030.3344,BLR2017,42794814981.457
3834,,BLR2018,
3835,4407077777.67983,BEL1960,30974711541.1377
3836,4837690320.53443,BEL1961,33813490587.7759
3837,5381621192.67603,BEL1962,37236048196.964
3838,5948215317.59445,BEL1963,40303754163.0451
3839,6782655019.44891,BEL1964,44104054686.5257
3840,7293106123.9048,BEL1965,46782563578.1671
3841,8144551113.872829,BEL1966,50376777306.0612
3842,8533948955.237309,BEL1967,52528636359.976
3843,9590908967.71589,BEL1968,58938743546.3597
3844,11570905791.1245,BEL1969,67970157020.0864
3845,11944540943.928999,BEL1970,65574122400.9488
3846,12985250143.9026,BEL1971,68528151818.8292
3847,16339002107.9644,BEL1972,76104940703.9458
3848,22814673049.0582,BEL1973,86853442602.5576
3849,29485786557.5808,BEL1974,90071784362.9998
3850,30002169244.268997,BEL1975,82608984585.1187
3851,34351833333.3333,BEL1976,93238296626.5401
3852,39153138998.3118,BEL1977,95233534653.1368
3853,46094472268.477005,BEL1978,97410193401.2932
3854,57769727022.5647,BEL1979,104225178504.41801
3855,63237433163.1949,BEL1980,104068470086.345
3856,56330370817.0361,BEL1981,107597948818.673
3857,53236365972.0996,BEL1982,110587897157.578
3858,52385436370.8087,BEL1983,113492592294.232
3859,53412069812.9014,BEL1984,120837756691.907
3860,53601962633.3311,BEL1985,121239664153.44301
3861,68397851544.1575,BEL1986,124558445894.048
3862,83035290005.4025,BEL1987,130744167933.10199
3863,95924326385.0795,BEL1988,143338487880.463
3864,103854648034.39801,BEL1989,155023035372.30402
3865,125863679502.65599,BEL1990,162113658236.401
3866,126139836621.38199,BEL1991,167066863856.999
3867,137364507026.349,BEL1992,173192908786.92
3868,125439720499.06699,BEL1993,172426848702.053
3869,142339735109.71802,BEL1994,186785907949.357
3870,172256841817.18698,BEL1995,196110162328.446
3871,170060716612.37802,BEL1996,205976664555.058
3872,162817658998.647,BEL1997,225380231801.472
3873,165214492109.358,BEL1998,235021524787.82397
3874,166266034519.49698,BEL1999,246771704530.922
3875,170952736318.40802,BEL2000,277391054596.203
3876,168916241610.738,BEL2001,278327393152.122
3877,182017127799.737,BEL2002,288486923495.03
3878,218823476297.96802,BEL2003,292984689477.10803
3879,260991681152.22302,BEL2004,311160548363.17
3880,284796045268.00104,BEL2005,326856368815.671
3881,310274244134.989,BEL2006,344099450258.291
3882,365618122091.432,BEL2007,363702234517.683
3883,413324007616.81604,BEL2008,369924272805.09796
3884,335842456237.844,BEL2009,335044763008.237
3885,369665010360.546,BEL2010,369665010360.546
3886,430226231680.72705,BEL2011,394498812971.35
3887,409787770863.117,BEL2012,395831950551.235
3888,425753954447.608,BEL2013,399350474571.558
3889,438799273916.308,BEL2014,420054548492.988
3890,368313868245.145,BEL2015,434848712033.26794
3891,388576714708.46796,BEL2016,468079882619.701
3892,424418632561.479,BEL2017,491260621268.274
3893,,BEL2018,
3894,,BLZ1960,
3895,,BLZ1961,
3896,,BLZ1962,
3897,,BLZ1963,
3898,,BLZ1964,
3899,,BLZ1965,
3900,,BLZ1966,
3901,,BLZ1967,
3902,,BLZ1968,
3903,,BLZ1969,
3904,,BLZ1970,
3905,,BLZ1971,
3906,,BLZ1972,
3907,,BLZ1973,
3908,,BLZ1974,
3909,,BLZ1975,
3910,,BLZ1976,
3911,,BLZ1977,
3912,,BLZ1978,
3913,,BLZ1979,
3914,88973677.084055,BLZ1980,98362109.4408298
3915,84972542.78773901,BLZ1981,146990356.266467
3916,70947948.3470445,BLZ1982,107043818.996227
3917,76516537.31614351,BLZ1983,102070585.467198
3918,108649358.108206,BLZ1984,142238942.948333
3919,83652580.9580265,BLZ1985,131786120.179427
3920,104359482.161641,BLZ1986,151971998.609474
3921,137936011.204951,BLZ1987,177561195.89575
3922,161076592.032097,BLZ1988,192053153.940843
3923,172914999.69233102,BLZ1989,211365717.731075
3924,201789164.717291,BLZ1990,230920861.70865497
3925,194000000.0,BLZ1991,225480017.97791803
3926,257665600.0,BLZ1992,291935235.215117
3927,261401800.0,BLZ1993,300771017.123859
3928,289455450.0,BLZ1994,321339693.03066003
3929,297425600.0,BLZ1995,304878160.941294
3930,320713850.0,BLZ1996,321160054.404767
3931,345342500.0,BLZ1997,363436040.377631
3932,362282350.0,BLZ1998,382006276.502896
3933,398031450.0,BLZ1999,425838101.220825
3934,440767300.0,BLZ2000,469346959.75479805
3935,443480250.0,BLZ2001,492456079.35884005
3936,490171700.0,BLZ2002,539801345.962569
3937,526733350.0,BLZ2003,610916252.855826
3938,534853450.0,BLZ2004,645800221.1814599
3939,609026800.0,BLZ2005,713708786.246461
3940,744269450.0,BLZ2006,803722219.652434
3941,788432250.0,BLZ2007,760054966.064509
3942,853628650.0,BLZ2008,790539332.074775
3943,690190900.0,BLZ2009,713335027.16117
3944,813293700.0,BLZ2010,813293700.0
3945,914738900.0,BLZ2011,834051864.309158
3946,981551650.0,BLZ2012,886864023.0606961
3947,1032304100.0,BLZ2013,920840693.86889
3948,1036213200.0,BLZ2014,908028051.402215
3949,1013861000.0,BLZ2015,900696090.770399
3950,933746650.0,BLZ2016,813524238.0112981
3951,1009694450.0,BLZ2017,862637619.353404
3952,,BLZ2018,
3953,13852022.3283418,BEN1960,72068241.47725809
3954,10801828.3446839,BEN1961,56430695.5941864
3955,8317361.99456439,BEN1962,41473155.6447821
3956,9703490.05209447,BEN1963,45552612.075048
3957,13861514.150265802,BEN1964,67988798.5215052
3958,21069299.1007541,BEN1965,100626638.87503399
3959,20739915.2713466,BEN1966,110825570.46584499
3960,23474433.6301209,BEN1967,122383962.630554
3961,30461094.8168297,BEN1968,137341984.642276
3962,38939712.017898105,BEN1969,192414902.350452
3963,50633283.0565214,BEN1970,218250924.01408502
3964,59595404.502889894,BEN1971,279442357.404554
3965,59023791.0451078,BEN1972,292499015.51543903
3966,78995251.9009445,BEN1973,271998289.06332004
3967,79408573.2434805,BEN1974,269496472.521133
3968,98337358.60043891,BEN1975,271266395.33567595
3969,90731935.2752976,BEN1976,261564632.385667
3970,121349816.855035,BEN1977,280052277.982146
3971,153492175.476023,BEN1978,307140979.118372
3972,207784769.85882,BEN1979,417394586.709691
3973,222261791.957198,BEN1980,462664114.832406
3974,205681871.994966,BEN1981,505191701.066534
3975,225297369.52699903,BEN1982,374325141.056951
3976,150766908.094661,BEN1983,271540270.387664
3977,205805456.69628102,BEN1984,372558076.465393
3978,247338434.725317,BEN1985,475637388.242902
3979,222807320.060097,BEN1986,369143412.779002
3980,238541696.086267,BEN1987,346170727.679226
3981,223654558.26155698,BEN1988,283152584.06853396
3982,202741075.388948,BEN1989,288687942.576164
3983,375946872.309605,BEN1990,505037242.259601
3984,417201334.67136,BEN1991,592378229.9482651
3985,393976833.800644,BEN1992,716647975.528587
3986,510965402.210603,BEN1993,813369997.21349
3987,452687266.876523,BEN1994,833293253.200062
3988,593804034.832126,BEN1995,818646820.008246
3989,625667835.201242,BEN1996,795867880.051913
3990,616436678.8802019,BEN1997,871180315.202421
3991,665156749.246294,BEN1998,967755189.397598
3992,637161886.382488,BEN1999,1101192957.36803
3993,543136056.6355929,BEN2000,964821593.238273
3994,545401094.212651,BEN2001,1002224982.71849
3995,616653194.41563,BEN2002,1107697894.66893
3996,741396726.7394731,BEN2003,1121869365.21734
3997,850866805.1778129,BEN2004,1065880440.5916699
3998,909438883.602629,BEN2005,1180646120.11483
3999,952781473.5830721,BEN2006,1179019885.78961
4000,1348309542.82667,BEN2007,1501246601.3738801
4001,1630172755.8829699,BEN2008,1670374971.19749
4002,1445827632.01728,BEN2009,1569548443.03341
4003,1658062054.16363,BEN2010,1658062054.16363
4004,1658309211.02406,BEN2011,1497761813.53411
4005,1876487653.6426802,BEN2012,1858553514.5451899
4006,2496287142.74148,BEN2013,2243971049.624
4007,3041675515.50823,BEN2014,2800607827.23029
4008,2026343519.94549,BEN2015,2519036969.77669
4009,2128529761.4771602,BEN2016,2889006091.41837
4010,2523090672.20345,BEN2017,3127016288.22229
4011,,BEN2018,
4012,,BMU1960,
4013,,BMU1961,
4014,,BMU1962,
4015,,BMU1963,
4016,,BMU1964,
4017,,BMU1965,
4018,,BMU1966,
4019,,BMU1967,
4020,,BMU1968,
4021,,BMU1969,
4022,,BMU1970,
4023,,BMU1971,
4024,,BMU1972,
4025,,BMU1973,
4026,,BMU1974,
4027,,BMU1975,
4028,,BMU1976,
4029,,BMU1977,
4030,,BMU1978,
4031,,BMU1979,
4032,,BMU1980,
4033,,BMU1981,
4034,,BMU1982,
4035,,BMU1983,
4036,,BMU1984,
4037,,BMU1985,
4038,,BMU1986,
4039,,BMU1987,
4040,,BMU1988,
4041,,BMU1989,
4042,,BMU1990,
4043,,BMU1991,
4044,,BMU1992,
4045,,BMU1993,
4046,,BMU1994,
4047,,BMU1995,
4048,,BMU1996,
4049,,BMU1997,
4050,,BMU1998,
4051,,BMU1999,
4052,,BMU2000,
4053,,BMU2001,
4054,,BMU2002,
4055,,BMU2003,
4056,,BMU2004,
4057,,BMU2005,
4058,,BMU2006,
4059,,BMU2007,
4060,,BMU2008,
4061,2699314000.0,BMU2009,
