"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=0000000000000000000000000000000000g&c=ruvvvvvfvtvnvv1urvvvvfvvvvvvfvvvou20evvvvvvvvvnvvuvs&ct=0&tl_id=5-A&vs=INTL.53-1-AFG-TBPD.A&cy=2017&vo=0&v=T&end=2018"
"Fri May 24 2019 18:29:34 GMT+0200 (Central European Summer Time)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"","Petroleum and Other Liquids (annual)","1000 bbl/d"
"","Production",""
"","Total Petroleum and Other Liquids",""
"","Total Petroleum and Other Liquids",""
"","Philippines","1000 bbl/d",16,3,9,14,13,10,7.9,5.5,5.9,4.7,3.8,2.6,7.3,7.8,6.1139726027397,3.0616438356164,-1.6,-2.1,-1.5,-0.8,-0.42457191451366,7.8379123704055,10.432727152625,14.096119505458,24.306950738661,25.771,26.287,25.389304109589,27.218494535519,39.5,37.56,38.875,35.501,41.257,45.247,35.945287671233,33.258,28.263,26.597246575342
"","Poland","1000 bbl/d",8,8,5.5,5,5.8,5.8,6.4,5.7,5.7,4.4,4.5,5.1,6.6,8.3,8.5,8.2,9.1,10.4,13.8,17.8,22.806896174863,24.793298630137,23.017364383562,22.540038356164,34.791245901639,39.267630136986,40.228,35.231821917808,36.304234972678,34.246205479452,38.953589041096,37.641671232877,44.892639344262,54.820657534247,55.289534246575,55.705438356164,53.366825136612,53.382287671233,54.987767123288
"","Portugal","1000 bbl/d",-2.6,-2.3,-3.1,-2.8,-1.4,-0.8,-0.4,-0.4,0.3,-0.4,-0.3,-0.9,-1.2,-0.8,0.7,2.8,3,3.4,3.2,3.1,2.4088934426229,3.8853671232877,3.7453397260274,4.5372438356164,3.8486885245902,4.052,5.591,6.3563150684932,7.4750983606557,5.417,10.834,11.48,9.318,12.119,11.959,12.69,12.932,12.605,12.605
"","Puerto Rico","1000 bbl/d",0,-1,-2,-1,2.4,-1,-1,1,1,0.8,1.8,2.8,1.5,4.7,3.3,1.7,1.8,1.6,1.4,0.9,0.45721038251366,-0.13211232876712,0.43607603041096,0.72180587671233,1.3539523360217,1.349,0.085,1.328,0.663,0.538,0,0,0,0,0,0,0,0,0
"","Qatar","1000 bbl/d",483,430,361,321,423,332,331,319,378,406,448,447,480,470,466.97671232877,498.68767123288,562.9781420765,622.56301369863,783.30273972603,778.75205479452,879.04913339419,880.24857695428,870.75927063218,1018.6268958998,1162.0754019677,1253.6066438356,1283.6641506849,1350.8674794521,1459.2142459016,1569.3210082192,1780.2990767123,1915.188,2003.2128961749,2053.38,2051.2426575342,2014.1885616438,1987.1929781421,1972.7228082192,1943.0241780822
"","Reunion","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Romania","1000 bbl/d",252,255,256,255,252,235,233,227,203,190,167,146,147,143,148.91643835616,149,150.2,149.1,147.44383561644,140.11095890411,137.15914919633,139.58820027106,140.42832235616,133.65819706849,131.63173204918,124.72184931507,116.64129041096,115.65127123288,116.98460655738,112.69890410959,106.4518630137,106.50913972603,102.5399863388,105.05662465753,105.08967123288,102.90979452055,96.469836065574,90.744726027397,88.089931506849
"","Russia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,7819,6951,6307.0849315068,6172.7219178082,6016.8743169399,6101.0849315068,6069.5821917808,6312.3835616438,6723.6388897166,7159.734757048,7658.8911834598,8534.7785520427,9273.7703741561,9511.2411780822,9732.3503835616,9938.1821753425,9875.0326721311,10049.552342466,10290.054575342,10412.13409589,10600.042688525,10770.620547945,10858.169068493,11052.119986301,11262.746196721,11222.929780822,11401.398273973
"","Rwanda","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"","Saint Helena","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Saint Kitts and Nevis","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Saint Lucia","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Saint Pierre and Miquelon","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Saint Vincent/Grenadines","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Samoa","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Sao Tome and Principe","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Saudi Arabia","1000 bbl/d",10285,10265,6929,5430,5033,3778,5255,4674,5577,5555,7019,8790,9036,8894,9101.1780821918,9235.1904109589,9237.6699453552,9400.2945205479,9471.5767123288,8906.9753424658,9475.7489543332,9156.6399508381,8809.5066575342,10076.810606219,10796.241332432,11496.307986301,11098.438767123,10748.622849315,11428.600434426,10314.711446575,10908.355,11469.863164384,11840.674404372,11699.723684932,11628.680465753,12087.388630137,12402.761038251,12104.920136986,12418.69
"","Senegal","1000 bbl/d",0,0,0,0,0,0,0.1,-0.1,-0.2,-0.1,-0.2,-0.094967781296888,-0.063039231770492,-0.045569870569863,0,0,0,0,0,0,0.015475488273224,-0.027525812564384,-0.021126681715068,-0.031287507457534,-0.058756455644809,-0.039,-0.013,-0.065,-0.081,-0.032,0.039,0.016,-0.067,-0.044,-0.029,-0.033,-0.032,-0.033,-0.033
"","Serbia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.948,16.857,18.512,19.991,22.222,19.875821917808,18.321267759563,20.425890410959,19.834356164384,23.478767123288,23.15,21.892465753425,20.393835616438
"","Seychelles","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Sierra Leone","1000 bbl/d",0,0,0,0,0,0,-0.011454088619178,-0.05387205230137,-0.039785905857923,-0.038228704126027,-0.037980268230137,-0.037570126712329,-0.0073912542404372,-0.034613702526027,0.1,0,0,0,0,0,-0.0020421522349727,0,0.00083606839999999,0.0039929292657534,0.00070083392896176,0.003,0.029,0.025,0.033,0,0,0,0,0,0,0,0,0,0
"","Singapore","1000 bbl/d",4,4,4,4,4,4,-6.2,1.1,-5.7,-6.6,-6,-1.9,-4,-0.6,-3.1,-1.2,6.4,5.4,3.2,6.3,13.094573716678,14.956042939222,8.2904246772384,9.7006558388438,9.8360524258142,8.573,9.967,11.608,23.548,20.579,22.987,34.875,40.559,36.78,41.869,43.274,42.274,37.63,37.63
"","Slovakia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,0.8,1.1,2,2.1,2,1.7,1.5,3.1907213114754,4.066597260274,8.9921698630137,9.872504109589,11.161191256831,12.866684931507,12.923,8.6095479452055,10.661868852459,7.5374246575342,12.669,10.767,9.682,11.852,11.45,13.57,12.541,14.559,14.559
"","Slovenia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,-0.1,0.0046012799671231,-0.1,0,0,0,0,0,0.02832723857377,0.015567977534247,0.015045318356164,0.01184959859726,0.006,0.105,0.105,0.105,0.165,0.145,0.375,0.015,0.025,0.035,0.005,0.005,0.005,0.255,0.255
"","Solomon Islands","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Somalia","1000 bbl/d",0,0,0,0,0,0,0.2,0.1,0.1,0.1,0.1,0.059655704,0.053806177721312,0.053735704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","South Africa","1000 bbl/d",0,4,20,55,55,60,67,72,67,77,77,77,140,195,195,207,208,210,214,194.7,201.63060980805,209.28577102294,211.44428404715,202.30935573328,234.04174621547,215.21073972603,201.40716438356,196.19553424658,193.71366666667,182.617,179.98715068493,181.783,179.58456830601,180.47982191781,164.678,139.517,136.517,135.3471369863,135.09782191781
"","South Sudan","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.811606557377,115.77000273973,147.76291506849,152.63880273973,152.45901639344,150.23561643836,125.86301369863
"","Spain","1000 bbl/d",13,3.9,13,46,37,40,47,44,46,39,37,42,43,34,35,31.832876712329,26.344262295082,22.6,25,22.079452054795,23.827549180328,27.655267123288,27.857595890411,33.169768493151,37.887169398907,37.547150684932,38.260520547945,28.209945205479,27.558666666667,29.48998630137,54.241602739726,52.049123287671,53.689732240437,72.14298630137,71.727315068493,72.965054794521,71.782666666667,68.265054794521,67.758205479452
"","Sri Lanka","1000 bbl/d",0,0,0,0,0,0,-0.3,-0.4,-0.4,-0.3,-0.3,-0.4,-0.4,-0.3,-0.4,-0.4,-0.6,-0.5,-0.4,-0.4,-0.44086554071585,-0.47398895767123,-0.52640020547945,-0.55094232796712,-0.50834613389618,-0.554,-0.424,-0.637,-0.604,-0.618,-0.551,-0.328,-0.562,-0.679,-0.438,-0.32,-0.32,-0.32,-0.32
"","Sudan","1000 bbl/d",0,0,0,0,0,0,-0.2,-0.1,-0.017884638118852,0.017677593661644,0.0181801486,-0.3,0.1,0.1,-0.1,0,1.792349726776,4.7791780821918,9.8,68.709589041096,186.98452990415,210.83491484679,240.49340430267,271.87903975059,344.84255448856,352.407,381.3475890411,466.76260273973,479.83054644809,485.98705479452,488.48773972603,455.1602739726,94.897480874317,136.68733972603,116.47883835616,111.00633424658,107.85258469945,105.32620547945,97.981
"","Suriname","1000 bbl/d",0,0,0,0,0,1,2,2,3,4,3.9,3.5,5,5,6,7.0287671232877,7.4972677595628,5,7,10,9.5853317486339,9.4961695660274,9.4961695660274,9.4616622627726,9.4611098592131,9.439,11.018219178082,12.960775342466,15.267103825137,15.419,14.734,15.555,15.436333333333,14.512,14.737,16.401,16.401,16.401,16.401
"","Swaziland","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0.551,0.827,0.827,0.775,0.81,0.775,0.775,0.775
"","Sweden","1000 bbl/d",-6.2,-4.3,-3.4,-3.7,0.057939890710388,0.3,2,2.5,2.4,1.6,1.6,0.9,1.3,1.1,0.7,2,2.1,1.8,1.9,2.3,1.5660491803279,2.0705369863014,3.5008465753425,4.1189835616438,4.6083333333333,3.95,5.27,7.272,9.187,11.191,10.753,10.852,10.995,9.548,13.179,12.696,12.411,13.733,13.733
"","Switzerland","1000 bbl/d",1.1,1.3,1.1,1.1,1.3,1.6,1.7,1.6,1.4,1.2,1.2,1.4,1.2,1.4,1.6,1.6,1.7,2,2.2,2,1.7065273224044,1.8190136986301,1.9496904109589,1.6280602739726,3.3610218579235,3.322,3.955,3.504,3.748,3.878,3.646,3.633,3.052,3.87,3.818,2.409,1.496,2.308,2.308
"","Syria","1000 bbl/d",164,166,160,167,170,178,190,226,260,337,385,491,478,558,563.32191780822,583.67260273973,601.09016393443,579.53287671233,572.1698630137,558.17397260274,546.78466530374,513.37535378488,519.78020488627,510.16290105831,488.06331717499,463.79350410959,438.82768219178,411.87,400.34960382514,400.10777534247,415.78496164384,369.63434246575,167.11550819672,72.756917808219,30.343219178082,35.935,34.601666666667,18.677465753425,27.935
"","Taiwan","1000 bbl/d",9,10,8,8,8,6,-2.2,0.0714944902,-2.7,-5.3,-5.4,-6.1,-4.6,-4.7,-4.3,-7,-6.4,-7,-7.1,-7.7,-6.3749507362268,3.6057952540004,8.363959398208,7.8950097580164,10.597404768391,15.719,20.708,26.283,16.135,28.492,27.767,24.608,27.719,33.016,32.262,29.59,29.504,29.504,29.504
"","Tajikistan","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,1.3,0.8,0.6,0.7,0.6,0.6,0.5,0.5,0.39202436708197,0.32903265301918,0.31177993193425,0.35477993193425,0.2527723364918,0.28231506849315,0.303,0.28330684931507,0.23824316939891,0.22299452054795,0.22,0.22,0.18674590163934,0.188,0.196,0.17461643835616,0.173,0.173,0.173
"","Tanzania","1000 bbl/d",0,0,0,0,0,0,0.016621715890411,0.078247360589041,0.032023837304645,-0.2,-0.2,-0.1,-0.0018153290033115,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"","Thailand","1000 bbl/d",1.3,2.3,12,18,30,53,52,49,53,51,58,61,67,70,80.869863013699,91.12602739726,99.984153005464,132.83835616438,147.08767123288,158.90136986301,181.8531993585,191.79247058465,206.42176625381,261.06521116774,258.60967696979,303.65309315068,344.02234520548,360.55195342466,387.81126229508,414.04798356164,423.3892630137,448.97990958904,489.72706284153,498.29338356164,498.32134246575,520.4008630137,531.32859016393,515.47249315068,497.90536986301
"","Timor-Leste (East Timor)","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,51.909836065574,94.424657534247,100.98630136986,100,100,94.791780821918,87.98904109589,83.742465753425,79.494535519126,79.257534246575,74.232876712329,62.060273972603,49.237704918033,40.317808219178,32.906849315068
"","Togo","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Tonga","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Trinidad and Tobago","1000 bbl/d",214,243,183,163,173,178,166,156,156,153,149,152,140,140,137.8,138.04657534247,136.97923497268,131.03698630137,129.82876712329,138.41890410959,140.10013630192,132.72897211048,144.1115835576,161.17100626458,151.03686758814,170.7504,179.41405479452,156.51818082192,156.63408196721,152.94688767123,145.72346575342,135.63130136986,116.00325136612,114.60186849315,112.76428219178,109.52985205479,97.725609289617,99.488161643836,87.838021917808
"","Tunisia","1000 bbl/d",110,118,120,120,120,114,111,109,108,110,98,109,114,102,95.984931506849,90.150684931507,87.994535519126,84.947945205479,81.252054794521,84.023287671233,80.498927916885,72.580983245364,78.550141631518,77.369134377956,81.667035543563,76.748,78.240356164384,85.886739726027,85.489112021858,80.95481369863,78.858660273973,67.098142465753,65.719286885246,63.601945205479,53.086260273973,39.634,41.634,42.250438356164,44.234
"","Turkey","1000 bbl/d",41,44,46,41,40,40,45,48,46,53,70,85,81,74,71.2,66.179452054795,66.177595628415,67.517808219178,66.154794520548,58.498630136986,51.419232240437,46.828136986301,47.088402054795,45.815823972603,42.928244535519,45.965232876712,45.049904109589,45.842739726027,48.683699453552,54.596479452055,56.86398630137,56.51698630137,58.386830601093,57.888835616438,57.367232876712,64.046589041096,66.308267759563,67.209602739726,72.968506849315
"","Turkmenistan","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,110,91,87.215068493151,82.291780821918,89.809836065574,106.01095890411,126.19452054795,154.66712328767,156.63606871381,167.87529764228,192.56791644324,200.00085095804,213.94315877575,196.64984931507,177.21178082192,180.73057534247,189.36356284153,197.64421917808,203.34160273973,224.19809589041,245.14271038251,261.52798630137,274.85795890411,278.71649315068,266.42668852459,280.648,279.97402739726
"","Turks and Caicos Islands","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","U.S. Pacific Islands","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","U.S. Territories","1000 bbl/d",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"","Uganda","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Ukraine","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,82,84,89.9,88,91.6,94.7,89.7,87.5,84.891390765529,86.748053285901,85.459922133792,88.844165765118,96.885361224197,99.387,107.756,107.711,99.38731147541,93.559104109589,83.272142465753,79.597635616438,81.034672131148,74.781742465753,65.875035616438,59.26901369863,55.83243715847,53.246794520548,55.592
"","United Arab Emirates","1000 bbl/d",1747,1538,1343,1272,1279,1356,1515,1686,1695,1990,2252,2531,2410,2305,2343.0410958904,2395.4493150685,2439.350273224,2479.6246575342,2518.501369863,2337.4465753425,2572.3254302915,2500.0408278714,2386.8331309259,2660.8295788709,2766.7450844977,2844.6266575342,2948.468630137,2947.497,3046.3700273224,2795.043,2815.176,3216.5390821918,3401.343557377,3442.494,3544.9667808219,3680.5900547945,3772.788273224,3728.3160821918,3790.6174520548
"","United Kingdom","1000 bbl/d",1674,1874,2164,2430,2652,2711,2735,2613,2443,1997,1982,1995,2045,2144,2654.6712328767,2818.7643835616,2892.0382513661,2814.8465753425,2918.3452054795,2982.1643835616,2567.0234557377,2594.6936986301,2562.006669863,2391.7282534247,2074.3669670907,1862.3614246575,1691.7526191781,1690.6838356164,1590.3086174863,1509.2388712329,1412.3159260274,1169.6805616438,1009.2877021858,934.34798356164,921.62445753425,1020.7764931507,1083.9283688525,1071.8193424658,1162.626430137
"","United States","1000 bbl/d",10809,10739,10783,10788,11107,11192,10905,10648,10473,9880,9678,9883,9768,9602,9413.0136986301,9399.9342465753,9444.3825136612,9460.5945205479,9278,8993.5643835616,9057.7759573497,8957.0082155616,8998.4328767123,8765.8328767123,8722.2677615574,8327.1370273973,8314.3204958904,8466.3203726027,8563.5325382514,9129.3505561644,9691.3901616438,10137.945328767,11123.472748634,12368.249350685,14126.934134247,15139.038315068,14829.013907104,15647.038432877,17885.619060274
"","Uruguay","1000 bbl/d",0,0,0,0,0,0,0.2,0.2,0.1,0.084541723134507,0.2,0.3,0.3,0.2,0.3,0,0.2,0.5,0.5,0.5,0.36619383337705,0.51137742002904,0.43502719186301,0.51348772286027,0.93574433950273,0.976,1.037,0.963,1.001,0.765,1.335,1.517,1.741,2.189,2.365,2.179,2.217,2.217,2.217
"","Uzbekistan","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,66,86,115.39726027397,160.28356164384,164.01967213115,157.70273972603,161.19452054795,147.4397260274,151.91619417388,156.04376573959,153.25574657319,155.99553987379,142.00734831267,125.33301369863,107.49608219178,112.495,109.97550273224,72.408967123288,91.70162739726,102.67693150685,102.5686010929,94.676,83.986821917808,78.689506849315,71.470568306011,63.618273972603,55.804575342466
"","Vanuatu","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Venezuela","1000 bbl/d",2246,2177,1973,1874,1872,1757,1890,1857,2008,2025,2262,2510,2520,2634,2796.0109589041,2982.1369863014,3174.9617486339,3517.9534246575,3409.0136986301,3108.6465753425,3460.7588003043,3333.9883828615,2924.2040477198,2581.4287733804,2855.1676698387,2866.9303561644,2746.5337123288,2681.992369863,2701.68,2710.293,2600.048,2684.094,2686.079,2684.781,2686.597,2590.4439726027,2355.4235519126,2078.3206849315,1526.9453424658
"","Vietnam","1000 bbl/d",0,0,0,0,0,0,0.8,5,15,32,50,80,106,120,140.50684931507,173.30136986301,175.45081967213,191.2602739726,245.59452054795,290,316,356.79942727945,339.59452054795,352.50684931507,403.2868852459,372,366.99452054795,324.12054794521,311.74590163934,342.44619178082,312.63215068493,315.88976712329,345.09044808743,348.01471232877,319.86039726027,344.66609589041,313.63272677596,283.13642465753,253.71998630137
"","Virgin Islands,  U.S.","1000 bbl/d",0,0,0,-1,-0.6,0.2,-5.5,-4.1,-3,-4.5,-0.8,0.6,0.4,0.1,8.4,10,12,12,14,13,14.68287431694,14.334895890411,14.65223994863,17.111235260274,17.618996939891,17.579,17.623,16.868,16.645,16.767,14.396,16.553,8.085,0,0,0,0,0,0
"","Virgin Islands, British","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Wake Island","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Western Sahara","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Yemen","1000 bbl/d",0,0,0,0,0,0,8.6,19,172,193,191,194,181,218,334.91917808219,345.15890410959,341.33715846995,361.81643835616,387.66849315068,408.65068493151,437.23130610407,439.97497870873,438.84049707607,430.70944182772,406.24082472256,401.93454246575,378.17615342466,320.03913424658,299.69834153005,286.08161917808,281.10757534247,216.76004109589,169.00077595628,130.80363013699,125.10121917808,47.893,21.959666666667,12.553273972603,16.293
"","Zambia","1000 bbl/d",0,0,0,0,0,0,0.1,0.2,0.5,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0,0.0080210749071038,0.12579212276712,0.13021267829041,0.14004777459178,0.14999662828962,0.159,0.159,0.19,0.14,0.142,0.17,0.186,0.199,0.164,0.186,0.17,0.17,0.17,0.17
"","Zimbabwe","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.06,0,0,0.12,0.039,0.681,0.714,0.819,0.819,0.819
