,gdp,map
11143,528725113045.826,POL2011
11144,500284003684.372,POL2012
11145,524201151607.188,POL2013
11146,545285410921.99896,POL2014
11147,476970902628.57794,POL2015
11148,471992087443.889,POL2016
11149,526465839002.568,POL2017
11150,,POL2018
11151,11059727802.7938,PRE1960
11152,11438155622.8631,PRE1961
11153,12496449855.7417,PRE1962
11154,14580269278.8471,PRE1963
11155,13552473336.1198,PRE1964
11156,15280100670.8732,PRE1965
11157,16794313977.4731,PRE1966
11158,15827981997.6949,PRE1967
11159,16685638163.3895,PRE1968
11160,18945975856.3936,PRE1969
11161,23184319965.2492,PRE1970
11162,22659426360.4147,PRE1971
11163,26277505197.0988,PRE1972
11164,32239445130.6084,PRE1973
11165,46075628544.42,PRE1974
11166,52402198134.3817,PRE1975
11167,61661437231.02,PRE1976
11168,68340685719.6901,PRE1977
11169,75995266101.4964,PRE1978
11170,96130095671.6488,PRE1979
11171,117566738138.893,PRE1980
11172,164446763482.991,PRE1981
11173,154043956212.942,PRE1982
11174,122631911100.17699,PRE1983
11175,112097863841.363,PRE1984
11176,116043495903.30301,PRE1985
11177,112511411013.923,PRE1986
11178,123071189282.116,PRE1987
11179,125220578783.297,PRE1988
11180,122833723279.54901,PRE1989
11181,193695840538.21,PRE1990
11182,188907369311.6,PRE1991
11183,175364592599.559,PRE1992
11184,154003528441.322,PRE1993
11185,145560660774.144,PRE1994
11186,173148695979.985,PRE1995
11187,190614662336.852,PRE1996
11188,200874385100.205,PRE1997
11189,206939209227.778,PRE1998
11190,210269242904.57898,PRE1999
11191,239693907911.86102,PRE2000
11192,236697497327.814,PRE2001
11193,281539058189.763,PRE2002
11194,320852911480.632,PRE2003
11195,392390023099.475,PRE2004
11196,489722215663.07,PRE2005
11197,621553754455.919,PRE2006
11198,751665845592.9209,PRE2007
11199,948030140559.667,PRE2008
11200,856276023486.4409,PRE2009
11201,1011911685744.15,PRE2010
11202,1184184280961.87,PRE2011
11203,1305897622835.71,PRE2012
11204,1430179558199.54,PRE2013
11205,1530290292990.6,PRE2014
11206,1346363138689.96,PRE2015
11207,1222552565756.65,PRE2016
11208,1296740573101.94,PRE2017
11209,,PRE2018
11210,1691900000.0,PRI1960
11211,1865100000.0,PRI1961
11212,2094400000.0,PRI1962
11213,2333600000.0,PRI1963
11214,2570500000.0,PRI1964
11215,2881500000.0,PRI1965
11216,3170500000.0,PRI1966
11217,3532700000.0,PRI1967
11218,3941700000.0,PRI1968
11219,4460700000.0,PRI1969
11220,5034700000.0,PRI1970
11221,5646800000.0,PRI1971
11222,6328900000.0,PRI1972
11223,7002400000.0,PRI1973
11224,7684800000.0,PRI1974
11225,8198300000.0,PRI1975
11226,8968600000.0,PRI1976
11227,9910900000.0,PRI1977
11228,11165000000.0,PRI1978
11229,12750000000.0,PRI1979
11230,14436100000.0,PRI1980
11231,15955700000.0,PRI1981
11232,16764200000.0,PRI1982
11233,17276600000.0,PRI1983
11234,19162600000.0,PRI1984
11235,20289200000.0,PRI1985
11236,22009300000.0,PRI1986
11237,24025800000.0,PRI1987
11238,26385800000.0,PRI1988
11239,28161200000.0,PRI1989
11240,30603919000.0,PRI1990
11241,32287031000.0,PRI1991
11242,34630430000.0,PRI1992
11243,36922456000.0,PRI1993
11244,39690630000.0,PRI1994
11245,42647331000.0,PRI1995
11246,45340835000.0,PRI1996
11247,48187039000.0,PRI1997
11248,54086400000.0,PRI1998
11249,57841000000.0,PRI1999
11250,61701800000.0,PRI2000
11251,69208400000.0,PRI2001
11252,71623500000.0,PRI2002
11253,74827400000.0,PRI2003
11254,80322313000.0,PRI2004
11255,83914521340.5431,PRI2005
11256,87276164364.6388,PRI2006
11257,89524131617.1909,PRI2007
11258,93639300000.0,PRI2008
11259,96385600000.0,PRI2009
11260,98381300000.0,PRI2010
11261,100351700000.0,PRI2011
11262,101564800000.0,PRI2012
11263,102450000000.0,PRI2013
11264,102445800000.0,PRI2014
11265,103375500000.0,PRI2015
11266,103960800000.0,PRI2016
11267,,PRI2017
11268,,PRI2018
11269,,PRK1960
11270,,PRK1961
11271,,PRK1962
11272,,PRK1963
11273,,PRK1964
11274,,PRK1965
11275,,PRK1966
11276,,PRK1967
11277,,PRK1968
11278,,PRK1969
11279,,PRK1970
11280,,PRK1971
11281,,PRK1972
11282,,PRK1973
11283,,PRK1974
11284,,PRK1975
11285,,PRK1976
11286,,PRK1977
11287,,PRK1978
11288,,PRK1979
11289,,PRK1980
11290,,PRK1981
11291,,PRK1982
11292,,PRK1983
11293,,PRK1984
11294,,PRK1985
11295,,PRK1986
11296,,PRK1987
11297,,PRK1988
11298,,PRK1989
11299,,PRK1990
11300,,PRK1991
11301,,PRK1992
11302,,PRK1993
11303,,PRK1994
11304,,PRK1995
11305,,PRK1996
11306,,PRK1997
11307,,PRK1998
11308,,PRK1999
11309,,PRK2000
11310,,PRK2001
11311,,PRK2002
11312,,PRK2003
11313,,PRK2004
11314,,PRK2005
11315,,PRK2006
11316,,PRK2007
11317,,PRK2008
11318,,PRK2009
11319,,PRK2010
11320,,PRK2011
11321,,PRK2012
11322,,PRK2013
11323,,PRK2014
11324,,PRK2015
11325,,PRK2016
11326,,PRK2017
11327,,PRK2018
11328,3193200404.37297,PRT1960
11329,3417516639.3759604,PRT1961
11330,3668222357.65702,PRT1962
11331,3905734459.7269297,PRT1963
11332,4235608177.6710205,PRT1964
11333,4687464054.83455,PRT1965
11334,5135387845.97108,PRT1966
11335,5740241165.63433,PRT1967
11336,6354262628.33537,PRT1968
11337,6969025825.62869,PRT1969
11338,8109032775.4532795,PRT1970
11339,9202512367.49117,PRT1971
11340,11240223128.2431,PRT1972
11341,15092052330.3352,PRT1973
11342,17514112075.7695,PRT1974
11343,19349512941.1765,PRT1975
11344,20334835543.7666,PRT1976
11345,21441635411.2101,PRT1977
11346,23489924726.2774,PRT1978
11347,26625439344.2623,PRT1979
11348,32899759311.1734,PRT1980
11349,31980423452.7687,PRT1981
11350,30530759334.0061,PRT1982
11351,27242331885.6316,PRT1983
11352,25220451794.029,PRT1984
11353,27118476173.6675,PRT1985
11354,38749715721.7531,PRT1986
11355,48187667852.5687,PRT1987
11356,56352797353.7604,PRT1988
11357,60600056659.0272,PRT1989
11358,78721607509.4923,PRT1990
11359,89242382961.0101,PRT1991
11360,107602689040.68901,PRT1992
11361,95019103603.04199,PRT1993
11362,99698453260.8696,PRT1994
11363,118133634071.91199,PRT1995
11364,122629812841.175,PRT1996
11365,117046198970.84,PRT1997
11366,123981736420.30301,PRT1998
11367,127465545493.28801,PRT1999
11368,118358489957.619,PRT2000
11369,121545880984.34,PRT2001
11370,134228697534.35,PRT2002
11371,164964195259.594,PRT2003
11372,189187437298.237,PRT2004
11373,197304513120.25897,PRT2005
11374,208566948939.90698,PRT2006
11375,240169336162.059,PRT2007
11376,262007590449.685,PRT2008
11377,243745748819.11603,PRT2009
11378,238303443425.21,PRT2010
11379,244895101712.45102,PRT2011
11380,216368178659.447,PRT2012
11381,226073492966.495,PRT2013
11382,229629822121.601,PRT2014
11383,199420256049.689,PRT2015
11384,206275669201.91602,PRT2016
11385,219308128887.409,PRT2017
11386,,PRT2018
11387,,PRY1960
11388,,PRY1961
11389,,PRY1962
11390,,PRY1963
11391,,PRY1964
11392,443587301.58730197,PRY1965
11393,465888888.88888896,PRY1966
11394,492674603.17460304,PRY1967
11395,517650793.650794,PRY1968
11396,556293650.793651,PRY1969
11397,594611111.111111,PRY1970
11398,664571428.571429,PRY1971
11399,769039682.539683,PRY1972
11400,995531746.0317461,PRY1973
11401,1333475396.8254,PRY1974
11402,1511420634.92064,PRY1975
11403,1698960317.46032,PRY1976
11404,2092158730.15873,PRY1977
11405,2559857142.85714,PRY1978
11406,3416777777.77778,PRY1979
11407,4448087301.5873,PRY1980
11408,5624515873.01587,PRY1981
11409,5419411764.705879,PRY1982
11410,5673248726.18009,PRY1983
11411,4502462807.0602,PRY1984
11412,3282449235.87261,PRY1985
11413,3723993942.72004,PRY1986
11414,3971044723.80154,PRY1987
11415,4255683528.3396797,PRY1988
11416,4757732199.96678,PRY1989
11417,5812114523.02702,PRY1990
11418,6984367762.90371,PRY1991
11419,7157424031.06045,PRY1992
11420,7249533620.306141,PRY1993
11421,7870982004.8195,PRY1994
11422,9062131475.02318,PRY1995
11423,9788391780.52421,PRY1996
11424,9965225678.05093,PRY1997
11425,9260481572.42462,PRY1998
11426,8837070235.51892,PRY1999
11427,8855705139.55857,PRY2000
11428,8495806432.18467,PRY2001
11429,7196260656.845559,PRY2002
11430,7691367471.17992,PRY2003
11431,9624440836.29309,PRY2004
11432,10737500188.1123,PRY2005
11433,13429430050.261002,PRY2006
11434,17856270473.153,PRY2007
11435,24578067861.3998,PRY2008
11436,22341754513.9643,PRY2009
11437,27215968615.5548,PRY2010
11438,33715524703.9288,PRY2011
11439,33283228891.0923,PRY2012
11440,38585317742.981,PRY2013
11441,40276532540.8812,PRY2014
11442,36164068797.2511,PRY2015
11443,36054281572.3981,PRY2016
11444,39667400816.2126,PRY2017
11445,,PRY2018
11446,,PSE1960
11447,,PSE1961
11448,,PSE1962
11449,,PSE1963
11450,,PSE1964
11451,,PSE1965
11452,,PSE1966
11453,,PSE1967
11454,,PSE1968
11455,,PSE1969
11456,,PSE1970
11457,,PSE1971
11458,,PSE1972
11459,,PSE1973
11460,,PSE1974
11461,,PSE1975
11462,,PSE1976
11463,,PSE1977
11464,,PSE1978
11465,,PSE1979
11466,,PSE1980
11467,,PSE1981
11468,,PSE1982
11469,,PSE1983
11470,,PSE1984
11471,,PSE1985
11472,,PSE1986
11473,,PSE1987
11474,,PSE1988
11475,,PSE1989
11476,,PSE1990
11477,,PSE1991
11478,,PSE1992
11479,,PSE1993
11480,2843300000.0,PSE1994
11481,3282800000.0,PSE1995
11482,3409600000.0,PSE1996
11483,3759800000.0,PSE1997
11484,4067800000.0,PSE1998
11485,4271200000.0,PSE1999
11486,4313600000.0,PSE2000
11487,4003700000.0,PSE2001
11488,3555800000.0,PSE2002
11489,3968000000.0,PSE2003
11490,4329200000.0,PSE2004
11491,4831800000.0,PSE2005
11492,4910100000.0,PSE2006
11493,5505800000.0,PSE2007
11494,6673500000.0,PSE2008
11495,7268200000.0,PSE2009
11496,8913100000.0,PSE2010
11497,10465400000.0,PSE2011
11498,11279400000.0,PSE2012
11499,12476000000.0,PSE2013
11500,12715600000.0,PSE2014
11501,12673000000.0,PSE2015
11502,13425700000.0,PSE2016
11503,14498100000.0,PSE2017
11504,,PSE2018
11505,,PSS1960
11506,,PSS1961
11507,,PSS1962
11508,,PSS1963
11509,,PSS1964
11510,,PSS1965
11511,,PSS1966
11512,,PSS1967
11513,,PSS1968
11514,,PSS1969
11515,,PSS1970
11516,,PSS1971
11517,,PSS1972
11518,,PSS1973
11519,,PSS1974
11520,1131296040.91803,PSS1975
11521,1134401511.5381598,PSS1976
11522,1183543998.2920198,PSS1977
11523,1372617860.00536,PSS1978
11524,1681695349.74208,PSS1979
11525,1924778394.1222,PSS1980
11526,1984461983.2301602,PSS1981
11527,1938429664.04665,PSS1982
11528,1856382881.6195102,PSS1983
11529,2035175121.1069102,PSS1984
11530,1926688461.12526,PSS1985
11531,2091653192.5524302,PSS1986
11532,2054780365.0877,PSS1987
11533,2152805765.721,PSS1988
11534,2248042499.44154,PSS1989
11535,2421494079.78455,PSS1990
11536,2573260427.11105,PSS1991
11537,2831253578.47294,PSS1992
11538,2996470084.25571,PSS1993
11539,3457405618.5247397,PSS1994
11540,3730007249.5015,PSS1995
11541,3999186181.0705104,PSS1996
11542,3989976375.8167205,PSS1997
11543,3409643330.39042,PSS1998
11544,3728508525.2016397,PSS1999
11545,3444107103.84476,PSS2000
11546,3371088100.35081,PSS2001
11547,3545566371.31687,PSS2002
11548,4151867430.2096796,PSS2003
11549,4792900405.570539,PSS2004
11550,5264846475.9399,PSS2005
11551,5538558362.68826,PSS2006
11552,6079240022.09975,PSS2007
11553,6556238314.85692,PSS2008
11554,5776683305.58464,PSS2009
11555,6416546872.32604,PSS2010
11556,7632369497.28145,PSS2011
11557,8148836479.22435,PSS2012
11558,8440624521.67246,PSS2013
11559,8800522784.6356,PSS2014
11560,8589369460.34644,PSS2015
11561,9025052141.974571,PSS2016
11562,9665737127.79857,PSS2017
11563,,PSS2018
11564,1044216837672.45,PST1960
11565,1103772089600.49,PST1961
11566,1192406436826.34,PST1962
11567,1283680623768.49,PST1963
11568,1401081536202.59,PST1964
11569,1521893196893.01,PST1965
11570,1668918995298.53,PST1966
11571,1790856860676.81,PST1967
11572,1940779106798.76,PST1968
11573,2128916125096.61,PST1969
11574,2340965357679.53,PST1970
11575,2596241628051.25,PST1971
11576,3011660183099.16,PST1972
11577,3634941047097.33,PST1973
11578,4059217180597.23,PST1974
11579,4548103855326.86,PST1975
11580,4935029876697.3,PST1976
11581,5578739117108.79,PST1977
11582,6703319104969.22,PST1978
11583,7705524357512.17,PST1979
11584,8532434306307.2,PST1980
11585,8628920058792.38,PST1981
11586,8588871786114.81,PST1982
11587,8916784359273.15,PST1983
11588,9318139895567.56,PST1984
11589,9816872080046.71,PST1985
11590,11993644801020.7,PST1986
11591,13907325060924.8,PST1987
11592,15666349578948.4,PST1988
11593,16361568640564.7,PST1989
11594,18360785582372.7,PST1990
11595,19371994644026.5,PST1991
11596,20791948683422.2,PST1992
11597,20937772911467.0,PST1993
11598,22421705112030.1,PST1994
11599,24858861578691.6,PST1995
11600,24989355099138.5,PST1996
11601,24518429631634.1,PST1997
11602,24622773333997.0,PST1998
11603,25846856850390.6,PST1999
11604,26289657755205.7,PST2000
11605,26044508473519.6,PST2001
11606,27164524790718.6,PST2002
11607,30473292058801.0,PST2003
11608,33859423444034.0,PST2004
11609,35641133776484.9,PST2005
11610,37487513277219.9,PST2006
11611,40884322848717.7,PST2007
11612,43196307034390.4,PST2008
11613,40673552613129.2,PST2009
11614,42462506833738.6,PST2010
11615,45579427952375.5,PST2011
11616,45529911938504.8,PST2012
11617,45977988396014.0,PST2013
11618,46915812512565.5,PST2014
11619,44400205683314.8,PST2015
11620,45390477591582.6,PST2016
11621,47239431973741.3,PST2017
11622,,PST2018
11623,,PYF1960
11624,,PYF1961
11625,,PYF1962
11626,,PYF1963
11627,,PYF1964
11628,176534589.603389,PYF1965
11629,215659455.017302,PYF1966
11630,220984369.12915,PYF1967
11631,259590076.29300097,PYF1968
11632,242943776.86229903,PYF1969
11633,254035999.21719703,PYF1970
11634,296613496.873269,PYF1971
11635,325843254.667123,PYF1972
11636,431254103.046477,PYF1973
11637,555337985.682991,PYF1974
11638,690319754.9111919,PYF1975
11639,732286143.3429099,PYF1976
11640,793193187.41557,PYF1977
11641,1005573294.20763,PYF1978
11642,1215031775.26795,PYF1979
11643,1362151523.68993,PYF1980
11644,1279972866.3817198,PYF1981
11645,1286462642.6369698,PYF1982
11646,1335895286.3918,PYF1983
11647,1378991403.37881,PYF1984
11648,1507230778.89921,PYF1985
11649,2301514717.29807,PYF1986
11650,2543199148.3893,PYF1987
11651,2687472829.62988,PYF1988
11652,2636461517.1052,PYF1989
11653,3181206304.81549,PYF1990
11654,3267367609.89528,PYF1991
11655,3558215110.24809,PYF1992
11656,3694600399.89225,PYF1993
11657,3522272321.40766,PYF1994
11658,3982374845.9270897,PYF1995
11659,3954696873.7489204,PYF1996
11660,3567062511.8729296,PYF1997
11661,3775160797.38928,PYF1998
11662,3797016068.69688,PYF1999
11663,3447543137.9415,PYF2000
11664,,PYF2001
11665,,PYF2002
11666,,PYF2003
11667,,PYF2004
11668,,PYF2005
11669,,PYF2006
11670,,PYF2007
11671,,PYF2008
11672,,PYF2009
11673,,PYF2010
11674,,PYF2011
11675,,PYF2012
11676,,PYF2013
11677,,PYF2014
11678,,PYF2015
11679,,PYF2016
11680,,PYF2017
11681,,PYF2018
11682,,QAT1960
11683,,QAT1961
11684,,QAT1962
11685,,QAT1963
11686,,QAT1964
11687,,QAT1965
11688,,QAT1966
11689,,QAT1967
11690,,QAT1968
11691,,QAT1969
11692,301791301.791302,QAT1970
11693,387700084.245998,QAT1971
11694,510259940.720474,QAT1972
11695,793884368.040437,QAT1973
11696,2401403227.44085,QAT1974
11697,2512784033.37828,QAT1975
11698,3284301332.18953,QAT1976
11699,3617580171.76055,QAT1977
11700,4052000412.7008705,QAT1978
11701,5633000318.02401,QAT1979
11702,7829094613.07082,QAT1980
11703,8661263763.73626,QAT1981
11704,7596703214.285709,QAT1982
11705,6467582307.69231,QAT1983
11706,6704395824.17583,QAT1984
11707,6153296456.043961,QAT1985
11708,5053021950.54945,QAT1986
11709,5446428681.31868,QAT1987
11710,6038187032.96703,QAT1988
11711,6487912087.91209,QAT1989
11712,7360439423.0769205,QAT1990
11713,6883516483.5164795,QAT1991
11714,7646153983.5164795,QAT1992
11715,7156593653.84615,QAT1993
11716,7374450769.23077,QAT1994
11717,8137911978.021979,QAT1995
11718,9059340384.61539,QAT1996
11719,11297802115.3846,QAT1997
11720,10255495027.4725,QAT1998
11721,12393131868.1319,QAT1999
11722,17759890109.8901,QAT2000
11723,17538461538.4615,QAT2001
11724,19363736263.7363,QAT2002
11725,23533791208.7912,QAT2003
11726,31734065934.0659,QAT2004
11727,44530494505.4945,QAT2005
11728,60882142857.1428,QAT2006
11729,79712087912.0879,QAT2007
11730,115270054945.055,QAT2008
11731,97798351648.3516,QAT2009
11732,125122306346.154,QAT2010
11733,167775274725.275,QAT2011
11734,186833516483.51602,QAT2012
11735,198727747252.74698,QAT2013
11736,206224725274.725,QAT2014
11737,161739835164.835,QAT2015
11738,151732142857.143,QAT2016
11739,166928571428.57098,QAT2017
11740,,QAT2018
11741,,ROU1960
11742,,ROU1961
11743,,ROU1962
11744,,ROU1963
11745,,ROU1964
11746,,ROU1965
11747,,ROU1966
11748,,ROU1967
11749,,ROU1968
11750,,ROU1969
11751,,ROU1970
11752,,ROU1971
11753,,ROU1972
11754,,ROU1973
11755,,ROU1974
11756,,ROU1975
11757,,ROU1976
11758,,ROU1977
11759,,ROU1978
11760,,ROU1979
11761,,ROU1980
11762,,ROU1981
11763,,ROU1982
11764,,ROU1983
11765,,ROU1984
11766,,ROU1985
11767,,ROU1986
11768,38413636363.6364,ROU1987
11769,40809523809.5238,ROU1988
11770,42105263157.8947,ROU1989
11771,38995454545.4545,ROU1990
11772,28998684210.5263,ROU1991
11773,25121666666.6667,ROU1992
11774,26362894736.8421,ROU1993
11775,30074440483.3837,ROU1994
11776,37662075750.123,ROU1995
11777,37182938696.0752,ROU1996
11778,35838588169.6429,ROU1997
11779,41976002703.9207,ROU1998
11780,36183003978.3474,ROU1999
11781,37438527799.5302,ROU2000
11782,40716836998.0386,ROU2001
11783,46174557555.5892,ROU2002
11784,59867801204.8193,ROU2003
11785,76216441462.1442,ROU2004
11786,99697566667.8107,ROU2005
11787,123533036667.85301,ROU2006
11788,175933642291.76102,ROU2007
11789,213605065703.28302,ROU2008
11790,172611845341.55402,ROU2009
11791,166225180150.414,ROU2010
11792,183443154234.73102,ROU2011
11793,171196268957.961,ROU2012
11794,190949066979.17603,ROU2013
11795,199626806401.529,ROU2014
11796,177893451831.14102,ROU2015
11797,188494136775.719,ROU2016
11798,211883923504.01,ROU2017
11799,,ROU2018
11800,,RUS1960
11801,,RUS1961
11802,,RUS1962
11803,,RUS1963
11804,,RUS1964
11805,,RUS1965
11806,,RUS1966
11807,,RUS1967
11808,,RUS1968
11809,,RUS1969
11810,,RUS1970
11811,,RUS1971
11812,,RUS1972
11813,,RUS1973
11814,,RUS1974
11815,,RUS1975
11816,,RUS1976
11817,,RUS1977
11818,,RUS1978
11819,,RUS1979
11820,,RUS1980
11821,,RUS1981
11822,,RUS1982
11823,,RUS1983
11824,,RUS1984
11825,,RUS1985
11826,,RUS1986
11827,,RUS1987
11828,554713455149.5021,RUS1988
11829,506500173960.269,RUS1989
11830,516814274021.956,RUS1990
11831,517962962962.96295,RUS1991
11832,460290556900.726,RUS1992
11833,435083713850.83704,RUS1993
11834,395077301248.464,RUS1994
11835,395537185734.854,RUS1995
11836,391724890744.498,RUS1996
11837,404928954191.87604,RUS1997
11838,270955486862.442,RUS1998
11839,195907128350.934,RUS1999
11840,259710142196.943,RUS2000
11841,306602070620.5,RUS2001
11842,345470494417.86304,RUS2002
11843,430347770733.155,RUS2003
11844,591016690742.937,RUS2004
11845,764017107993.346,RUS2005
11846,989930542278.6841,RUS2006
11847,1299705764824.48,RUS2007
11848,1660846387626.0,RUS2008
11849,1222644282200.48,RUS2009
11850,1524917468442.6,RUS2010
11851,2051661732059.47,RUS2011
11852,2210256976944.75,RUS2012
11853,2297128039058.16,RUS2013
11854,2063662665172.51,RUS2014
11855,1363705265460.57,RUS2015
11856,1282663609770.69,RUS2016
11857,1578417211936.87,RUS2017
11858,,RUS2018
11859,119000024.0,RWA1960
11860,122000016.0,RWA1961
11861,125000008.0,RWA1962
11862,128000000.0,RWA1963
11863,129999994.0,RWA1964
11864,148799980.0,RWA1965
11865,124525702.857143,RWA1966
11866,159560018.0,RWA1967
11867,172200018.0,RWA1968
11868,188700037.0,RWA1969
11869,219900006.0,RWA1970
11870,222952578.196381,RWA1971
11871,246457838.336681,RWA1972
11872,290746157.145921,RWA1973
11873,308458423.183854,RWA1974
11874,571863295.740122,RWA1975
11875,637754162.101094,RWA1976
11876,746650558.55469,RWA1977
11877,905709147.27019,RWA1978
11878,1109346220.52885,RWA1979
11879,1254765349.93185,RWA1980
11880,1407062607.63214,RWA1981
11881,1407242640.23211,RWA1982
11882,1479688125.8852,RWA1983
11883,1587412957.22263,RWA1984
11884,1715625839.1797302,RWA1985
11885,1944711061.30888,RWA1986
11886,2157434025.16467,RWA1987
11887,2395493877.51365,RWA1988
11888,2405021932.89997,RWA1989
11889,2550185618.14774,RWA1990
11890,1911600969.76612,RWA1991
11891,2029026704.0270698,RWA1992
11892,1971525998.87685,RWA1993
11893,753636370.454546,RWA1994
11894,1293535010.94467,RWA1995
11895,1382334879.40812,RWA1996
11896,1851558301.7002,RWA1997
11897,1989343495.2184398,RWA1998
11898,1817654508.16444,RWA1999
11899,1734938652.21165,RWA2000
11900,1674685248.19528,RWA2001
11901,1677552332.39623,RWA2002
11902,1846198770.5870898,RWA2003
11903,2088961968.9357898,RWA2004
11904,2581313485.6852303,RWA2005
11905,3152324689.2436104,RWA2006
11906,3824788145.2770295,RWA2007
11907,4860093843.141621,RWA2008
11908,5378925894.62296,RWA2009
11909,5773084568.14756,RWA2010
11910,6563320570.40862,RWA2011
11911,7334917696.72263,RWA2012
11912,7621923307.70325,RWA2013
11913,8016591927.659229,RWA2014
11914,8277613193.576309,RWA2015
11915,8475681532.52169,RWA2016
11916,9135454442.14013,RWA2017
11917,,RWA2018
11918,47133391495.1953,SAS1960
11919,50273085701.4411,SAS1961
11920,53650237212.2802,SAS1962
11921,60342490624.3583,SAS1963
11922,69112222973.4706,SAS1964
11923,74259558024.708,SAS1965
11924,62387381888.5069,SAS1966
11925,68679803960.4231,SAS1967
11926,72094599244.0972,SAS1968
11927,79153383658.7832,SAS1969
11928,85745232812.9067,SAS1970
11929,91141391033.5311,SAS1971
11930,91584316405.2202,SAS1972
11931,104764597004.761,SAS1973
11932,126859372679.40302,SAS1974
11933,136029718794.866,SAS1975
11934,132829954836.613,SAS1976
11935,153614822016.019,SAS1977
11936,174799246003.409,SAS1978
11937,195789716770.698,SAS1979
11938,236090207818.205,SAS1980
11939,250237978893.994,SAS1981
11940,258894441080.12,SAS1982
11941,274060361198.633,SAS1983
11942,272785277215.00302,SAS1984
11943,296628196568.5,SAS1985
11944,314159701816.734,SAS1986
11945,348828166451.045,SAS1987
11946,374827086369.524,SAS1988
11947,378262357511.87604,SAS1989
11948,407227369045.784,SAS1990
11949,362122747270.688,SAS1991
11950,384519508446.68396,SAS1992
11951,380801790262.666,SAS1993
11952,431964388934.21295,SAS1994
11953,479894946972.944,SAS1995
11954,525019259304.851,SAS1996
11955,550763440125.9711,SAS1997
11956,558476233749.592,SAS1998
11957,598384580350.494,SAS1999
11958,622372329296.844,SAS2000
11959,638710943830.3989,SAS2001
11960,670045535484.302,SAS2002
11961,782504974762.3729,SAS2003
11962,907327596868.925,SAS2004
11963,1040054136041.69,SAS2005
11964,1196110784955.0,SAS2006
11965,1504221252606.56,SAS2007
11966,1527503046103.35,SAS2008
11967,1683487609633.94,SAS2009
11968,2061059873650.28,SAS2010
11969,2271880459393.87,SAS2011
11970,2297280332401.17,SAS2012
11971,2357174528818.36,SAS2013
11972,2581874264472.65,SAS2014
11973,2697313887067.1,SAS2015
11974,2919155332512.86,SAS2016
11975,3344576020007.67,SAS2017
11976,,SAS2018
11977,,SAU1960
11978,,SAU1961
11979,,SAU1962
11980,,SAU1963
11981,,SAU1964
11982,,SAU1965
11983,,SAU1966
11984,,SAU1967
11985,4187777711.11111,SAU1968
11986,4485777644.44444,SAU1969
11987,5377333333.33333,SAU1970
11988,7184853347.5974,SAU1971
11989,9664157498.5524,SAU1972
11990,14947391140.1284,SAU1973
11991,45412957746.4789,SAU1974
11992,46773368205.5947,SAU1975
11993,64005665722.3796,SAU1976
11994,74188249978.724,SAU1977
11995,80265619484.6452,SAU1978
11996,111859676267.555,SAU1979
11997,164541738058.737,SAU1980
11998,184291796008.869,SAU1981
11999,153239017560.236,SAU1982
12000,129171635311.143,SAU1983
12001,119624858115.77802,SAU1984
12002,103897846493.65,SAU1985
12003,86961922765.3254,SAU1986
12004,85695861148.1976,SAU1987
12005,88256074766.3551,SAU1988
12006,95344459279.0387,SAU1989
12007,117630271802.40302,SAU1990
12008,132223268491.32199,SAU1991
12009,137087876662.216,SAU1992
12010,132967901415.22,SAU1993
12011,135174886488.652,SAU1994
12012,143343036341.789,SAU1995
12013,158662398744.993,SAU1996
12014,165963557409.88,SAU1997
12015,146775498080.0,SAU1998
12016,161716960000.0,SAU1999
12017,189514926213.333,SAU2000
12018,184137469733.333,SAU2001
12019,189605920240.0,SAU2002
12020,215807655253.333,SAU2003
12021,258742133333.333,SAU2004
12022,328459608764.111,SAU2005
12023,376900133511.34796,SAU2006
12024,415964509673.115,SAU2007
12025,519796800000.0,SAU2008
12026,429097866666.66705,SAU2009
12027,528207200000.0,SAU2010
12028,671238840106.667,SAU2011
12029,735974843360.0,SAU2012
12030,746647127413.333,SAU2013
12031,756350347333.3341,SAU2014
12032,654269902880.0,SAU2015
12033,644935541440.0,SAU2016
12034,686738400000.0,SAU2017
12035,,SAU2018
12036,1307333333.3333302,SDN1960
12037,1419333333.3333302,SDN1961
12038,1541666666.6666698,SDN1962
12039,1568333333.3333302,SDN1963
12040,1611333333.3333302,SDN1964
12041,1679333333.3333302,SDN1965
12042,1723000000.0,SDN1966
12043,1865666666.6666698,SDN1967
12044,1947333333.3333302,SDN1968
12045,2144333333.3333302,SDN1969
12046,2437666666.66667,SDN1970
12047,2656000000.0,SDN1971
12048,2882000000.0,SDN1972
12049,3571666666.6666703,SDN1973
12050,4595000000.0,SDN1974
12051,5598000000.0,SDN1975
12052,6979333333.33333,SDN1976
12053,8704000000.0,SDN1977
12054,7670500000.0,SDN1978
12055,9032250000.0,SDN1979
12056,7459833333.33333,SDN1980
12057,10016500000.0,SDN1981
12058,9240000000.0,SDN1982
12059,8230153846.15385,SDN1983
12060,9701357142.857141,SDN1984
12061,12403733333.3333,SDN1985
12062,15769062500.0,SDN1986
12063,20155555555.5556,SDN1987
12064,15399166666.6667,SDN1988
12065,15291507936.5079,SDN1989
12066,12408647540.9836,SDN1990
12067,11379222222.2222,SDN1991
12068,7034219712.52567,SDN1992
12069,8881785938.48085,SDN1993
12070,12794192334.2541,SDN1994
12071,13829744878.6366,SDN1995
12072,9018243044.45155,SDN1996
12073,11681494637.3041,SDN1997
12074,11250327988.0478,SDN1998
