,eci1,res_exp1_to_gdp,gdp_pc,population,eci1_t1,eci1_hat_t1,t,code
1633,-0.4917057799567249,0.008616568135767446,151.0188778146536,31842832.34081876,-0.5616135803054337,-0.4691906778000168,10,COD
1634,-0.2530081570770513,0.011059547618202421,147.90796449452802,24413175.22232301,-0.4917057799567249,-0.4684722366304771,11,COD
1637,-0.5049709904865035,0.056335518658517714,248.51179455147098,1239860.5756179022,-0.5701551249757868,-0.4685307065035434,3,COG
1638,-0.5476206430029207,0.20527242717546312,431.3934241763124,1414252.4480082318,-0.5049709904865035,-0.4633418353233274,4,COG
1639,-0.4813182497449565,0.3550121427566437,849.7727228838053,1598195.6575280859,-0.5476206430029207,-0.4697820885833783,5,COG
1640,-0.6635324013487706,0.2752864098875825,769.0752901462131,1785719.374857035,-0.4813182497449565,-0.4655682631516078,6,COG
1641,-0.2737915014378485,0.27271214151896234,722.0877690228018,1962104.6920088988,-0.6635324013487706,-0.47211900142058,7,COG
1642,-0.5245583700544244,0.396519160659885,545.5884453383035,2121687.769664617,-0.2737915014378485,-0.4541160733601208,8,COG
1643,-0.5578262914140804,0.4468586627294825,651.4295141240482,2215726.5584989986,-0.5245583700544244,-0.4926228376347792,9,COG
1644,-0.32769009556036194,0.4793622425158702,1186.3489754227908,2167090.900859186,-0.5578262914140804,-0.4678468372203508,10,COG
1645,-0.25432151703039035,0.2260075057254725,1043.7698951234536,1637325.5508273244,-0.32769009556036194,-0.4645599355736492,11,COG
1657,-0.4817031714006118,0.006729699005288832,340.413922231285,19757710.224810936,-0.4515123078615386,-0.5461272518549913,3,COL
1658,-0.44352973687586494,0.004649286338261707,636.0529805971678,21722518.768878333,-0.4817031714006118,-0.34320113453663226,4,COL
1659,-0.410564109142926,0.007020509311219021,1046.679436031305,23765315.34576668,-0.44352973687586494,-0.3658923181521466,5,COL
1660,-0.3734239741090119,0.019992231827801892,907.6541993196402,25648777.414899394,-0.410564109142926,-0.3372015054195196,6,COL
1661,-0.06488958502911123,0.021215105943126058,1293.5168888859048,27046192.69436172,-0.3734239741090119,-0.3124248337976329,7,COL
1662,0.03857744307968849,0.021591186412429256,1782.8092885492013,27647068.90043812,-0.06488958502911123,-0.2845106397412473,8,COL
1663,0.06019539782956096,0.02381461840777412,1586.1628293510234,26999425.18755492,0.03857744307968849,-0.052618946240933114,9,COL
1664,0.020478679371139067,0.02193054730771012,2413.473801657535,24148011.903678544,0.06019539782956096,0.02514594875552292,10,COL
1665,-0.05752242675613356,0.02819833318434313,2643.3511036010345,16570418.79917827,0.020478679371139067,0.04139381062891323,11,COL
1670,-0.5647453956047335,1.3982918281654429e-05,487.0337979420819,267472.4016788939,-0.9427362379839452,-0.5267622582525067,5,COM
1671,-0.8561840913850811,0.003757331597044664,632.6998796656483,299227.06659870525,-0.5647453956047335,-0.3696788702260757,6,COM
1672,-0.4506204244033193,0.0,728.9031287455413,332203.62056194944,-0.8561840913850811,-0.4364125030566555,7,COM
1673,0.131317062766518,0.00017012103609368356,546.1119567590938,359231.5833341321,-0.4506204244033193,-0.3849595027818044,8,COM
1674,-0.467615340028284,1.3356413790618105e-05,528.1110563029581,369987.2268178346,0.131317062766518,-0.4565610703526725,9,COM
1675,-0.2876739800157346,3.026748216958141e-07,669.304174065627,349477.1931673177,-0.467615340028284,-0.5593011323994189,10,COM
1676,-0.1901440953851945,5.5450196735549e-07,507.8069108849255,256044.35541714265,-0.2876739800157346,-0.4535606472414552,11,COM
1681,-0.98064910326228,1.4875771525206216e-05,381.53312024451293,243632.478409781,0.1434033347073182,-0.4303099918714315,5,CPV
1682,-0.9332581361842848,0.0008849936845369539,532.6889317990589,257907.02779378212,-0.98064910326228,-0.4022061857138512,6,CPV
1683,-0.29736669733268684,5.558203853154504e-06,792.305978422005,273720.8487746449,-0.9332581361842848,-0.4683825637703543,7,CPV
1684,-0.16633291125106356,0.0015264846691188153,909.167811312467,291895.669795245,-0.29736669733268684,-0.465592513726531,8,CPV
1685,-0.6789672330367666,0.0007216199486985027,990.7968701717543,293415.2957749135,-0.16633291125106356,-0.4281556550543957,9,CPV
1686,-0.4902895301006657,8.263532073086061e-05,1583.8044292122513,264597.8011990274,-0.6789672330367666,-0.4204412984345429,10,CPV
1687,-0.3458134736499159,0.00034830692122411516,1236.2066924593773,181795.24425475215,-0.4902895301006657,-0.4506216365907485,11,CPV
1690,0.1940568777504521,0.0004075758477042135,566.3930259709972,1662479.6886811238,0.08545754489227754,-0.16510831092269496,3,CRI
1691,-0.16576700491472046,1.5266695395381302e-05,1129.2007166417848,1852009.999723283,0.1940568777504521,0.040341243521827434,4,CRI
1692,-0.5841702739661458,3.4333854220173323e-06,1099.454382876008,2064932.455416928,-0.16576700491472046,0.08563385302537821,5,CRI
1693,-0.295671965829172,0.0007417080237736568,1253.4870808767182,2280206.34443425,-0.5841702739661458,-0.06443486451351027,6,CRI
1694,-0.1870289132268897,0.0007120005746066088,1920.1554746740198,2479327.6231897003,-0.295671965829172,-0.2389347935775665,7,CRI
1695,-0.25619188933779224,0.0010055145756968859,2464.452687366503,2634120.84930703,-0.1870289132268897,-0.11861323294746877,8,CRI
1696,0.3319021582234247,0.0012146108004054974,2655.9000725351198,2636846.5232324777,-0.25619188933779224,-0.07330238961830095,9,CRI
1697,0.2839097753980105,0.0008801071530132957,3242.4009258702886,2378059.900228351,0.3319021582234247,-0.10214760981118652,10,CRI
