,gdp_cons,map
7808,2492011656989.8,LCN1980
7809,2501519861137.76,LCN1981
7810,2490603213320.39,LCN1982
7811,2427740486754.1,LCN1983
7812,2520182597173.14,LCN1984
7813,2612012818682.25,LCN1985
7814,2729291437653.28,LCN1986
7815,2820980838423.12,LCN1987
7816,2850047745973.21,LCN1988
7817,2888750495467.73,LCN1989
7818,2898785833084.99,LCN1990
7819,2999369003554.37,LCN1991
7820,3074258806309.18,LCN1992
7821,3189376280677.7,LCN1993
7822,3335549754032.69,LCN1994
7823,3386272968454.53,LCN1995
7824,3505430968894.01,LCN1996
7825,3685334538276.49,LCN1997
7826,3767523061329.15,LCN1998
7827,3772516039004.49,LCN1999
7828,3915564014533.7,LCN2000
7829,3950098500344.05,LCN2001
7830,3961551320086.46,LCN2002
7831,4023273848689.6,LCN2003
7832,4278368701859.34,LCN2004
7833,4460186793443.22,LCN2005
7834,4695166831059.33,LCN2006
7835,4954243258755.94,LCN2007
7836,5148451928809.88,LCN2008
7837,5051889209040.39,LCN2009
7838,5347330835424.51,LCN2010
7839,5582126794459.21,LCN2011
7840,5737641852491.92,LCN2012
7841,5895808666815.53,LCN2013
7842,5955266633057.21,LCN2014
7843,5960385278449.0,LCN2015
7844,5938640099608.87,LCN2016
7845,6040317853515.12,LCN2017
7846,,LCN2018
7847,,LDC1960
7848,,LDC1961
7849,,LDC1962
7850,,LDC1963
7851,,LDC1964
7852,,LDC1965
7853,,LDC1966
7854,,LDC1967
7855,,LDC1968
7856,,LDC1969
7857,,LDC1970
7858,,LDC1971
7859,,LDC1972
7860,,LDC1973
7861,,LDC1974
7862,,LDC1975
7863,,LDC1976
7864,,LDC1977
7865,,LDC1978
7866,,LDC1979
7867,209656987906.898,LDC1980
7868,215194911728.65198,LDC1981
7869,218259917559.506,LDC1982
7870,222711129960.43,LDC1983
7871,228085698560.004,LDC1984
7872,232201604186.99698,LDC1985
7873,240087509848.56897,LDC1986
7874,249597662402.31302,LDC1987
7875,255993290376.222,LDC1988
7876,261896157722.621,LDC1989
7877,262980073985.478,LDC1990
7878,267438861853.50897,LDC1991
7879,268071232110.95398,LDC1992
7880,265225445391.349,LDC1993
7881,267232204967.32397,LDC1994
7882,283316059053.457,LDC1995
7883,300422144177.297,LDC1996
7884,314881763171.74,LDC1997
7885,327347622653.657,LDC1998
7886,340713749575.44604,LDC1999
7887,355029594703.324,LDC2000
7888,373796075815.849,LDC2001
7889,393618311434.214,LDC2002
7890,414749924761.77203,LDC2003
7891,443361698884.146,LDC2004
7892,480081450459.807,LDC2005
7893,517507652450.00604,LDC2006
7894,560979789870.707,LDC2007
7895,601131887395.795,LDC2008
7896,628665642339.589,LDC2009
7897,667888665887.2329,LDC2010
7898,694552617620.837,LDC2011
7899,736180414691.025,LDC2012
7900,777960524404.021,LDC2013
7901,820629176013.249,LDC2014
7902,855289904446.86,LDC2015
7903,887025230650.835,LDC2016
7904,930130760053.545,LDC2017
7905,,LDC2018
7906,,LIC1960
7907,,LIC1961
7908,,LIC1962
7909,,LIC1963
7910,,LIC1964
7911,,LIC1965
7912,,LIC1966
7913,,LIC1967
7914,,LIC1968
7915,,LIC1969
7916,,LIC1970
7917,,LIC1971
7918,,LIC1972
7919,,LIC1973
7920,,LIC1974
7921,,LIC1975
7922,,LIC1976
7923,,LIC1977
7924,,LIC1978
7925,,LIC1979
7926,,LIC1980
7927,,LIC1981
7928,170106855255.386,LIC1982
7929,171586957518.456,LIC1983
7930,174292466986.681,LIC1984
7931,178840616423.515,LIC1985
7932,184794839814.605,LIC1986
7933,189800559562.88,LIC1987
7934,197492640044.994,LIC1988
7935,200401601455.091,LIC1989
7936,202591673085.471,LIC1990
7937,203956876164.344,LIC1991
7938,196494839318.397,LIC1992
7939,195653993361.81302,LIC1993
7940,197698160532.99103,LIC1994
7941,205399549814.12802,LIC1995
7942,216295010267.555,LIC1996
7943,223591399163.909,LIC1997
7944,231083374151.89603,LIC1998
7945,238252183309.61,LIC1999
7946,243352503624.97302,LIC2000
7947,254392282797.243,LIC2001
7948,260351069989.05603,LIC2002
7949,268088767010.948,LIC2003
7950,282665721149.13,LIC2004
7951,299249188312.866,LIC2005
7952,314117716281.01,LIC2006
7953,332491970303.859,LIC2007
7954,348790528874.82697,LIC2008
7955,367088199785.74896,LIC2009
7956,393707678657.37396,LIC2010
7957,410272792076.185,LIC2011
7958,436141613707.916,LIC2012
7959,460570908984.24896,LIC2013
7960,487133427184.613,LIC2014
7961,503412589335.33,LIC2015
7962,519525207653.05896,LIC2016
7963,545884509542.589,LIC2017
7964,,LIC2018
7965,,LIE1960
7966,,LIE1961
7967,,LIE1962
7968,,LIE1963
7969,,LIE1964
7970,,LIE1965
7971,,LIE1966
7972,,LIE1967
7973,,LIE1968
7974,,LIE1969
7975,,LIE1970
7976,,LIE1971
7977,,LIE1972
7978,,LIE1973
7979,,LIE1974
7980,,LIE1975
7981,,LIE1976
7982,,LIE1977
7983,,LIE1978
7984,,LIE1979
7985,,LIE1980
7986,,LIE1981
7987,,LIE1982
7988,,LIE1983
7989,,LIE1984
7990,,LIE1985
7991,,LIE1986
7992,,LIE1987
7993,,LIE1988
7994,,LIE1989
7995,,LIE1990
7996,,LIE1991
7997,,LIE1992
7998,,LIE1993
7999,,LIE1994
8000,,LIE1995
8001,,LIE1996
8002,,LIE1997
8003,,LIE1998
8004,,LIE1999
8005,,LIE2000
8006,,LIE2001
8007,,LIE2002
8008,,LIE2003
8009,,LIE2004
8010,,LIE2005
8011,,LIE2006
8012,,LIE2007
8013,,LIE2008
8014,,LIE2009
8015,5082366478.08994,LIE2010
8016,,LIE2011
8017,,LIE2012
8018,,LIE2013
8019,,LIE2014
8020,,LIE2015
8021,,LIE2016
8022,,LIE2017
8023,,LIE2018
8024,,LKA1960
8025,5924493033.6224,LKA1961
8026,6150691336.3611,LKA1962
8027,6305488774.106811,LKA1963
8028,6551808521.19243,LKA1964
8029,6718024859.08101,LKA1965
8030,7055524282.448191,LKA1966
8031,7509831213.946509,LKA1967
8032,7945483594.4363,LKA1968
8033,8558622234.66535,LKA1969
8034,8887840752.74573,LKA1970
8035,9003996423.69223,LKA1971
8036,8967036826.48143,LKA1972
8037,9599876387.936441,LKA1973
8038,9969071394.40806,LKA1974
8039,10579799952.4149,LKA1975
8040,10932647568.4393,LKA1976
8041,11490277126.3111,LKA1977
8042,12139918648.8814,LKA1978
8043,12917305250.2374,LKA1979
8044,13672454340.2706,LKA1980
8045,14451719261.935,LKA1981
8046,15050236593.7356,LKA1982
8047,15774753624.4919,LKA1983
8048,16579131431.3762,LKA1984
8049,17407989584.1069,LKA1985
8050,18166202737.7482,LKA1986
8051,18479680674.3397,LKA1987
8052,18936624973.3944,LKA1988
8053,19372035059.1412,LKA1989
8054,20611844393.7849,LKA1990
8055,21559986606.7599,LKA1991
8056,22508624131.3587,LKA1992
8057,24061733433.5711,LKA1993
8058,25409170950.2098,LKA1994
8059,26806697009.2292,LKA1995
8060,27825342704.3855,LKA1996
8061,29607667121.8641,LKA1997
8062,30998760577.3696,LKA1998
8063,32331874829.8538,LKA1999
8064,34271798040.9412,LKA2000
8065,33742158886.2994,LKA2001
8066,35079926055.4816,LKA2002
8067,37163768055.402,LKA2003
8068,39187357999.1951,LKA2004
8069,41633334150.8608,LKA2005
8070,44825899741.2981,LKA2006
8071,47872638202.9726,LKA2007
8072,50721102373.424,LKA2008
8073,52516077578.7272,LKA2009
8074,56725749222.0435,LKA2010
8075,61493396998.5274,LKA2011
8076,67116705113.2119,LKA2012
8077,69395808982.6899,LKA2013
8078,72838327289.643,LKA2014
8079,76485840044.2569,LKA2015
8080,79903861971.5263,LKA2016
8081,82547720663.5093,LKA2017
8082,,LKA2018
8083,531119348942.19104,LMC1960
8084,550590388082.354,LMC1961
8085,569934410834.298,LMC1962
8086,598415383205.232,LMC1963
8087,635672602414.551,LMC1964
8088,646374787293.085,LMC1965
8089,653722238806.422,LMC1966
8090,666234837323.785,LMC1967
8091,697321377793.769,LMC1968
8092,751631240222.213,LMC1969
8093,813457634556.445,LMC1970
8094,853832143498.364,LMC1971
8095,872459622867.241,LMC1972
8096,916574057271.6321,LMC1973
8097,965441688364.2579,LMC1974
8098,1006939819025.75,LMC1975
8099,1064514187465.69,LMC1976
8100,1135248880869.81,LMC1977
8101,1182043900818.13,LMC1978
8102,1203369616954.94,LMC1979
8103,1272251559650.18,LMC1980
8104,1307959150133.2,LMC1981
8105,1336210760993.02,LMC1982
8106,1375953596179.69,LMC1983
8107,1422538900026.87,LMC1984
8108,1473951893830.95,LMC1985
8109,1533522519307.58,LMC1986
8110,1594052623580.39,LMC1987
8111,1690867179214.7,LMC1988
8112,1771275846933.39,LMC1989
8113,1836357440824.06,LMC1990
8114,1858224333028.32,LMC1991
8115,1907805526101.45,LMC1992
8116,1936850176274.37,LMC1993
8117,1990446781763.64,LMC1994
8118,2088117853656.36,LMC1995
8119,2212903039158.39,LMC1996
8120,2299444531121.62,LMC1997
8121,2313414259981.79,LMC1998
8122,2419425380814.48,LMC1999
8123,2525721379924.72,LMC2000
8124,2637929411304.02,LMC2001
8125,2763533918736.97,LMC2002
8126,2936023766900.8,LMC2003
8127,3142362256399.53,LMC2004
8128,3351421043653.38,LMC2005
8129,3586552797523.1,LMC2006
8130,3840912874343.96,LMC2007
8131,4020873949343.53,LMC2008
8132,4217772545109.09,LMC2009
8133,4505998019149.45,LMC2010
8134,4732686000180.01,LMC2011
8135,4978739485018.39,LMC2012
8136,5258710140287.43,LMC2013
8137,5556280401769.48,LMC2014
8138,5865840173187.18,LMC2015
8139,6192160689108.12,LMC2016
8140,6535141952162.11,LMC2017
8141,,LMC2018
8142,2099728228615.17,LMY1960
8143,2142265599236.27,LMY1961
8144,2235455595031.64,LMY1962
8145,2359735300413.31,LMY1963
8146,2535046281313.76,LMY1964
8147,2667243022783.19,LMY1965
8148,2794156858529.0,LMY1966
8149,2899153128590.02,LMY1967
8150,3094848498727.23,LMY1968
8151,3329214922031.46,LMY1969
8152,3607670998337.8,LMY1970
8153,3840109582327.38,LMY1971
8154,4097461805323.0,LMY1972
8155,4412793143744.85,LMY1973
8156,4681093139054.56,LMY1974
8157,4881032674102.45,LMY1975
8158,5232091218717.87,LMY1976
8159,5444835370859.43,LMY1977
8160,5623131409050.05,LMY1978
8161,5834587724226.11,LMY1979
8162,6064827169335.48,LMY1980
8163,6187389495279.28,LMY1981
8164,6360453298517.55,LMY1982
8165,6423667380750.51,LMY1983
8166,6710205859608.72,LMY1984
8167,7027454790577.24,LMY1985
8168,7310326576265.53,LMY1986
8169,7653344428224.43,LMY1987
8170,7956895208961.87,LMY1988
8171,8205816089197.83,LMY1989
8172,8389914482067.09,LMY1990
8173,8465912109147.92,LMY1991
8174,8511977031796.88,LMY1992
8175,8727359081063.87,LMY1993
8176,8925761249630.69,LMY1994
8177,9263345419357.71,LMY1995
8178,9709858910599.55,LMY1996
8179,10168735298324.3,LMY1997
8180,10364789670576.5,LMY1998
8181,10716055681875.8,LMY1999
8182,11332309898060.3,LMY2000
8183,11744975924842.4,LMY2001
8184,12295919363096.9,LMY2002
8185,12952423740731.7,LMY2003
8186,13947504326209.1,LMY2004
8187,14916609586888.9,LMY2005
8188,16093519414933.4,LMY2006
8189,17450069854810.6,LMY2007
8190,18431533849809.3,LMY2008
8191,18887951386573.7,LMY2009
8192,20270721037414.6,LMY2010
8193,21490403994531.9,LMY2011
8194,22620307146453.7,LMY2012
8195,23790812470225.0,LMY2013
8196,24874980386246.4,LMY2014
8197,25837539109818.0,LMY2015
8198,26949058802846.1,LMY2016
8199,28284639667684.3,LMY2017
8200,,LMY2018
8201,216809175.730826,LSO1960
8202,220852222.759475,LSO1961
8203,254712875.48401698,LSO1962
8204,281750825.502435,LSO1963
8205,304998418.93149704,LSO1964
8206,311568406.860218,LSO1965
8207,310304930.32565296,LSO1966
8208,344165595.219251,LSO1967
8209,342902094.346576,LSO1968
8210,348208630.078844,LSO1969
8211,355789379.764726,LSO1970
8212,373983444.296255,LSO1971
8213,373225348.640273,LSO1972
8214,471775058.049578,LSO1973
8215,523576379.061134,LSO1974
8216,452822897.862065,LSO1975
8217,502855884.729868,LSO1976
8218,612523900.453622,LSO1977
8219,724719136.965728,LSO1978
8220,745691920.15745,LSO1979
8221,725224323.1394191,LSO1980
8222,730262007.926574,LSO1981
8223,762811274.5447019,LSO1982
8224,777961967.795104,LSO1983
8225,821021367.836545,LSO1984
8226,842452072.590054,LSO1985
8227,881919739.36745,LSO1986
8228,888355356.584365,LSO1987
8229,964770965.4890461,LSO1988
8230,1020681800.91087,LSO1989
8231,1082386846.96767,LSO1990
8232,1157792485.1038,LSO1991
8233,1238332758.89296,LSO1992
8234,1281795344.0841599,LSO1993
8235,1358445085.61835,LSO1994
8236,1403150678.99261,LSO1995
8237,1481685516.75893,LSO1996
8238,1536561276.65054,LSO1997
8239,1560188301.23285,LSO1998
8240,1567615185.37987,LSO1999
8241,1628368842.50172,LSO2000
8242,1686364541.37221,LSO2001
8243,1698571053.31357,LSO2002
8244,1776022102.82015,LSO2003
8245,1806079037.3323,LSO2004
8246,1868679957.0924602,LSO2005
8247,1947726893.0560398,LSO2006
8248,2041859819.40147,LSO2007
8249,2179471649.64163,LSO2008
8250,2226424186.11593,LSO2009
8251,2361613522.4601398,LSO2010
8252,2524596361.14613,LSO2011
8253,2676023464.6454897,LSO2012
8254,2725363040.48782,LSO2013
8255,2810441002.48016,LSO2014
8256,2888196341.5871,LSO2015
8257,2980011718.6547604,LSO2016
8258,2911879739.43257,LSO2017
8259,,LSO2018
8260,1033541381831.58,LTE1960
8261,1029170235249.58,LTE1961
8262,1061828467126.12,LTE1962
8263,1100938696778.82,LTE1963
8264,1173439949585.12,LTE1964
8265,1246068568258.07,LTE1965
8266,1327110652564.78,LTE1966
8267,1362409268864.79,LTE1967
8268,1455546102220.87,LTE1968
8269,1599645252796.13,LTE1969
8270,1758268611284.88,LTE1970
8271,1908219798259.32,LTE1971
8272,2065538223761.49,LTE1972
8273,2265726952755.9,LTE1973
8274,2411247327469.23,LTE1974
8275,2526148220129.67,LTE1975
8276,2705902682477.65,LTE1976
8277,2878411787699.15,LTE1977
8278,3034451331738.1,LTE1978
8279,3261213695636.36,LTE1979
8280,3532151721049.94,LTE1980
8281,3527450611930.53,LTE1981
8282,3587591928135.52,LTE1982
8283,3608457705531.52,LTE1983
8284,3868275447640.06,LTE1984
8285,4149667000864.0,LTE1985
8286,4397033659008.17,LTE1986
8287,4656977420060.75,LTE1987
8288,4867041414802.51,LTE1988
8289,5082816829885.53,LTE1989
8290,5093567177648.17,LTE1990
8291,5115814009428.85,LTE1991
8292,5078726121573.76,LTE1992
8293,5249253469810.57,LTE1993
8294,5426436011708.33,LTE1994
8295,5699280996886.06,LTE1995
8296,5948426870689.31,LTE1996
8297,6246114086955.76,LTE1997
8298,6376065195497.52,LTE1998
8299,6639404284543.33,LTE1999
8300,7089718570839.61,LTE2000
8301,7424410302555.32,LTE2001
8302,7836014067499.04,LTE2002
8303,8332723602258.54,LTE2003
8304,8987676640493.79,LTE2004
8305,9631910848971.26,LTE2005
8306,10474233432880.5,LTE2006
8307,11481225925464.2,LTE2007
8308,12229758255506.4,LTE2008
8309,12553998269710.3,LTE2009
8310,13513695097224.6,LTE2010
8311,14441975990766.4,LTE2011
8312,15217603869890.5,LTE2012
8313,16008681003641.6,LTE2013
8314,16744828795678.7,LTE2014
8315,17383089243395.5,LTE2015
8316,18029344761234.4,LTE2016
8317,18894000954886.5,LTE2017
8318,,LTE2018
8319,,LTU1960
8320,,LTU1961
8321,,LTU1962
8322,,LTU1963
8323,,LTU1964
8324,,LTU1965
8325,,LTU1966
8326,,LTU1967
8327,,LTU1968
8328,,LTU1969
8329,,LTU1970
8330,,LTU1971
8331,,LTU1972
8332,,LTU1973
8333,,LTU1974
8334,,LTU1975
8335,,LTU1976
8336,,LTU1977
8337,,LTU1978
8338,,LTU1979
8339,,LTU1980
8340,,LTU1981
8341,,LTU1982
8342,,LTU1983
8343,,LTU1984
8344,,LTU1985
8345,,LTU1986
8346,,LTU1987
8347,,LTU1988
8348,,LTU1989
8349,,LTU1990
8350,,LTU1991
8351,,LTU1992
8352,,LTU1993
8353,,LTU1994
8354,19315603344.6289,LTU1995
8355,20310348886.6269,LTU1996
8356,21994732573.5165,LTU1997
8357,23637117966.242996,LTU1998
8358,23368921086.7508,LTU1999
8359,24264340357.1111,LTU2000
8360,25847450471.085,LTU2001
8361,27594931858.1505,LTU2002
8362,30503041625.9376,LTU2003
8363,32501016178.3459,LTU2004
8364,35012502275.965,LTU2005
8365,37605683774.4175,LTU2006
8366,41775008781.7614,LTU2007
8367,42872888580.5938,LTU2008
8368,36521628847.8295,LTU2009
8369,37120517693.8622,LTU2010
8370,39363759100.2663,LTU2011
8371,40870192057.6716,LTU2012
8372,42300068778.4613,LTU2013
8373,43796470015.265,LTU2014
8374,44681433749.1977,LTU2015
8375,45732868896.0824,LTU2016
8376,47626186103.5316,LTU2017
8377,,LTU2018
8378,8504063017.13304,LUX1960
8379,8829767195.35142,LUX1961
8380,8949735270.63142,LUX1962
8381,9257526380.66555,LUX1963
8382,9985707558.64393,LUX1964
8383,9912319238.150259,LUX1965
8384,10021939984.2351,LUX1966
8385,10043660616.0983,LUX1967
8386,10463874563.2557,LUX1968
8387,11507421908.8175,LUX1969
8388,12026066098.5417,LUX1970
8389,12346829649.5882,LUX1971
8390,13161497303.9828,LUX1972
8391,14255570044.7156,LUX1973
8392,14856081310.7072,LUX1974
8393,13879833077.9928,LUX1975
8394,14231594121.2261,LUX1976
8395,14454998303.395,LUX1977
8396,15044035418.1097,LUX1978
8397,15396909640.0985,LUX1979
8398,15526379547.476002,LUX1980
8399,15440836958.4821,LUX1981
8400,15615518611.081001,LUX1982
8401,16082278502.7553,LUX1983
8402,17077279261.346,LUX1984
8403,17554026770.2875,LUX1985
8404,19306609310.5888,LUX1986
8405,20069409192.2146,LUX1987
8406,21767940116.2612,LUX1988
8407,23900776308.0084,LUX1989
8408,25172281398.4933,LUX1990
8409,27348221249.0549,LUX1991
8410,27845863937.758,LUX1992
8411,29015570718.3576,LUX1993
8412,30124232789.131,LUX1994
8413,30555672134.7507,LUX1995
8414,30979915749.8571,LUX1996
8415,32748781294.1936,LUX1997
8416,34728330983.336,LUX1998
8417,37673641715.0206,LUX1999
8418,40777874110.4867,LUX2000
8419,41810359657.136,LUX2001
8420,43407293716.2571,LUX2002
8421,44114523131.6617,LUX2003
8422,45708017660.4699,LUX2004
8423,47158078345.0882,LUX2005
8424,49600152813.8211,LUX2006
8425,53744023972.4248,LUX2007
8426,53056323195.6279,LUX2008
8427,50743806576.0564,LUX2009
8428,53212476812.2957,LUX2010
8429,54563666562.4044,LUX2011
8430,54371319074.1956,LUX2012
8431,56358248456.4083,LUX2013
8432,58779842025.3494,LUX2014
8433,61081638753.3717,LUX2015
8434,62554580194.8966,LUX2016
8435,63521461700.5289,LUX2017
8436,,LUX2018
8437,,LVA1960
8438,,LVA1961
8439,,LVA1962
8440,,LVA1963
8441,,LVA1964
8442,,LVA1965
8443,,LVA1966
8444,,LVA1967
8445,,LVA1968
8446,,LVA1969
8447,,LVA1970
8448,,LVA1971
8449,,LVA1972
8450,,LVA1973
8451,,LVA1974
8452,,LVA1975
8453,,LVA1976
8454,,LVA1977
8455,,LVA1978
8456,,LVA1979
8457,,LVA1980
8458,,LVA1981
8459,,LVA1982
8460,,LVA1983
8461,,LVA1984
8462,,LVA1985
8463,,LVA1986
8464,,LVA1987
8465,,LVA1988
8466,,LVA1989
8467,,LVA1990
8468,,LVA1991
8469,,LVA1992
8470,,LVA1993
8471,,LVA1994
8472,12774500345.4176,LVA1995
8473,13075853264.0755,LVA1996
8474,14249297305.6058,LVA1997
8475,15178603564.9892,LVA1998
8476,15576124267.8414,LVA1999
8477,16418303264.3689,LVA2000
8478,17479140765.3536,LVA2001
8479,18720689361.2743,LVA2002
8480,20298972875.2022,LVA2003
8481,21991003259.1325,LVA2004
8482,24343389028.1111,LVA2005
8483,27237668361.0711,LVA2006
8484,29955788645.9514,LVA2007
8485,28893063840.1165,LVA2008
8486,24731973839.1568,LVA2009
8487,23757368290.0955,LVA2010
8488,25273331011.2335,LVA2011
8489,26293015995.5129,LVA2012
8490,26931897162.4272,LVA2013
8491,27432357431.7187,LVA2014
8492,28247565848.6187,LVA2015
8493,28830703314.5929,LVA2016
8494,30167432998.4881,LVA2017
8495,,LVA2018
8496,,MAC1960
8497,,MAC1961
8498,,MAC1962
8499,,MAC1963
8500,,MAC1964
8501,,MAC1965
8502,,MAC1966
8503,,MAC1967
8504,,MAC1968
8505,,MAC1969
8506,,MAC1970
8507,,MAC1971
8508,,MAC1972
8509,,MAC1973
8510,,MAC1974
8511,,MAC1975
8512,,MAC1976
8513,,MAC1977
8514,,MAC1978
8515,,MAC1979
8516,,MAC1980
8517,,MAC1981
8518,4132299800.47505,MAC1982
8519,4546437358.57541,MAC1983
8520,4931056601.36437,MAC1984
8521,4967183494.73057,MAC1985
8522,5299639028.073689,MAC1986
8523,6057158301.9011,MAC1987
8524,6530332490.62428,MAC1988
8525,6858470419.63827,MAC1989
8526,7405660682.575141,MAC1990
8527,7676700497.195721,MAC1991
8528,8697681749.474209,MAC1992
8529,9148739230.30735,MAC1993
8530,9537852306.17356,MAC1994
8531,9852156278.45952,MAC1995
8532,9810918751.39761,MAC1996
8533,9783515181.06374,MAC1997
8534,9336246618.31534,MAC1998
8535,9116048797.52964,MAC1999
8536,9639976865.713629,MAC2000
8537,9918418287.755579,MAC2001
8538,10805818148.9532,MAC2002
8539,12065060668.7005,MAC2003
8540,15293130762.5317,MAC2004
8541,16525674626.9376,MAC2005
8542,18725978661.6875,MAC2006
8543,21431442402.9457,MAC2007
8544,22158738446.4692,MAC2008
8545,22451454397.1095,MAC2009
8546,28123640998.7253,MAC2010
8547,34218688481.4739,MAC2011
8548,37379527307.8944,MAC2012
8549,41566105562.7928,MAC2013
8550,41066849519.3467,MAC2014
8551,32198666456.0589,MAC2015
8552,31920753720.2613,MAC2016
8553,34824298574.4152,MAC2017
8554,,MAC2018
8555,,MAF1960
8556,,MAF1961
8557,,MAF1962
8558,,MAF1963
8559,,MAF1964
8560,,MAF1965
8561,,MAF1966
8562,,MAF1967
8563,,MAF1968
8564,,MAF1969
8565,,MAF1970
8566,,MAF1971
8567,,MAF1972
8568,,MAF1973
8569,,MAF1974
8570,,MAF1975
8571,,MAF1976
8572,,MAF1977
8573,,MAF1978
8574,,MAF1979
8575,,MAF1980
8576,,MAF1981
8577,,MAF1982
8578,,MAF1983
8579,,MAF1984
8580,,MAF1985
8581,,MAF1986
8582,,MAF1987
8583,,MAF1988
8584,,MAF1989
8585,,MAF1990
8586,,MAF1991
8587,,MAF1992
8588,,MAF1993
8589,,MAF1994
8590,,MAF1995
8591,,MAF1996
8592,,MAF1997
8593,,MAF1998
8594,,MAF1999
8595,,MAF2000
8596,,MAF2001
8597,,MAF2002
8598,,MAF2003
8599,,MAF2004
8600,,MAF2005
8601,,MAF2006
8602,,MAF2007
8603,,MAF2008
8604,,MAF2009
8605,,MAF2010
8606,,MAF2011
8607,,MAF2012
8608,,MAF2013
8609,,MAF2014
8610,,MAF2015
8611,,MAF2016
8612,,MAF2017
8613,,MAF2018
8614,,MAR1960
8615,,MAR1961
8616,,MAR1962
8617,,MAR1963
8618,,MAR1964
8619,,MAR1965
8620,11947014184.2009,MAR1966
8621,13145161283.9847,MAR1967
8622,14445446369.6065,MAR1968
8623,15653398481.5429,MAR1969
8624,16391215216.3929,MAR1970
8625,17308614101.4968,MAR1971
8626,17730466108.6526,MAR1972
8627,18361548509.4074,MAR1973
8628,19389069934.5818,MAR1974
8629,20854538798.9137,MAR1975
8630,23109494479.5687,MAR1976
8631,24509737499.8931,MAR1977
8632,25056957435.6219,MAR1978
8633,26258134655.157,MAR1979
8634,27214499196.1996,MAR1980
8635,26740032111.0679,MAR1981
8636,29135236266.2304,MAR1982
8637,29539216588.5393,MAR1983
8638,31435157625.4702,MAR1984
8639,33323672523.7555,MAR1985
8640,36413145449.7067,MAR1986
8641,36294801242.8977,MAR1987
8642,40604894538.531,MAR1988
8643,41760592095.0181,MAR1989
8644,43185385081.897,MAR1990
8645,46301680542.2391,MAR1991
8646,45330392242.2896,MAR1992
8647,44994679123.3821,MAR1993
8648,49758715929.222,MAR1994
8649,47069034480.2997,MAR1995
8650,52892827880.8586,MAR1996
8651,52067328269.9329,MAR1997
8652,55836249260.847,MAR1998
8653,56440024805.3577,MAR1999
8654,57519650790.1246,MAR2000
8655,61730070507.7354,MAR2001
8656,63656943581.251,MAR2002
8657,67451637210.908,MAR2003
8658,70687304633.4949,MAR2004
8659,73014076004.5985,MAR2005
8660,78544623310.6445,MAR2006
8661,81318500633.8362,MAR2007
8662,86135221236.4504,MAR2008
8663,89790590993.4885,MAR2009
8664,93216746661.5977,MAR2010
8665,98106615021.8513,MAR2011
8666,101059586129.684,MAR2012
8667,105643067055.46901,MAR2013
8668,108463202314.752,MAR2014
8669,113383503344.94199,MAR2015
8670,114660176026.02199,MAR2016
8671,119346918537.72,MAR2017
8672,,MAR2018
8673,,MCO1960
8674,,MCO1961
8675,,MCO1962
8676,,MCO1963
8677,,MCO1964
8678,,MCO1965
8679,,MCO1966
8680,,MCO1967
8681,,MCO1968
8682,,MCO1969
8683,2012801424.9130101,MCO1970
8684,2118031891.57715,MCO1971
8685,2216484571.66123,MCO1972
8686,2361747595.70955,MCO1973
8687,2467426614.6126103,MCO1974
8688,2443427498.2281604,MCO1975
8689,2551222449.0099697,MCO1976
8690,2641873405.6174,MCO1977
8691,2746321226.02519,MCO1978
8692,2843381846.1525197,MCO1979
8693,2891305836.84082,MCO1980
8694,2917974616.46841,MCO1981
8695,2988951123.82566,MCO1982
8696,3024668293.17207,MCO1983
8697,3069569966.85538,MCO1984
8698,3122019699.1778,MCO1985
8699,3198583007.65771,MCO1986
8700,3278054174.9208198,MCO1987
8701,3428798822.51809,MCO1988
8702,3571562323.8810897,MCO1989
8703,3665974937.16208,MCO1990
8704,3703189295.30754,MCO1991
8705,3753798549.55269,MCO1992
8706,3719491953.8794603,MCO1993
8707,3801901892.96058,MCO1994
8708,3882393955.9634,MCO1995
8709,3925516801.58225,MCO1996
8710,4013340433.5502796,MCO1997
8711,4153938405.36965,MCO1998
8712,4291040916.33365,MCO1999
8713,4458830512.40998,MCO2000
8714,4556377719.14241,MCO2001
8715,4603148729.55828,MCO2002
8716,4653209637.83115,MCO2003
8717,4768166517.72413,MCO2004
8718,4858543046.35761,MCO2005
8719,5140529801.3245,MCO2006
8720,5882251655.62914,MCO2007
8721,5925298013.245029,MCO2008
8722,5254701986.754971,MCO2009
8723,5362649006.62252,MCO2010
8724,5741986754.966889,MCO2011
8725,5798543046.35761,MCO2012
8726,6353509933.77483,MCO2013
8727,6809668874.17219,MCO2014
8728,7146225165.562921,MCO2015
8729,7375894039.7351,MCO2016
8730,,MCO2017
8731,,MCO2018
8732,,MDA1960
8733,,MDA1961
8734,,MDA1962
8735,,MDA1963
8736,,MDA1964
8737,,MDA1965
8738,,MDA1966
8739,,MDA1967
8740,,MDA1968
8741,,MDA1969
8742,,MDA1970
8743,,MDA1971
8744,,MDA1972
8745,,MDA1973
8746,,MDA1974
8747,,MDA1975
8748,,MDA1976
8749,,MDA1977
8750,,MDA1978
8751,,MDA1979
8752,,MDA1980
8753,,MDA1981
8754,,MDA1982
8755,,MDA1983
8756,,MDA1984
8757,,MDA1985
8758,,MDA1986
8759,,MDA1987
8760,,MDA1988
8761,,MDA1989
8762,,MDA1990
8763,,MDA1991
8764,,MDA1992
8765,,MDA1993
8766,,MDA1994
